,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
717,"['female', 'AT', 27, 'Compulsory', 'No', 'other', 'No']","['female', 'AT', 28, 'not stated', 'No', 'other', 'No']","['female', 'AT', 29, 'not stated', 'No', 'other', 'No']","['female', 'AT', 30, 'not stated', 'No', 'other', 'No']","['female', 'AT', 31, 'Apprenticeship', 'No', 'other', 'No']","['female', 'AT', 32, 'not stated', 'No', 'other', 'No']","['female', 'AT', 33, 'university', 'No', 'other', 'No']","['female', 'AT', 34, 'not stated', 'No', 'other', 'No']","['female', 'AT', 35, 'not stated', 'No', 'other', 'No']","['female', 'AT', 36, 'university', 'No', 'other', 'No']","['female', 'AT', 37, 'university', 'No', 'other', 'No']"
996,"['male', 'AT', 67, 'Compulsory', 'Yes', 'other', 'No']","['male', 'AT', 68, 'Apprenticeship', 'Yes', 'other', 'No']","['male', 'AT', 69, 'Apprenticeship', 'Yes', 'other', 'No']","['male', 'AT', 70, 'Apprenticeship', 'Yes', 'other', 'No']","['male', 'AT', 71, 'Apprenticeship', 'Yes', 'other', 'No']","['male', 'AT', 72, 'Apprenticeship', 'Yes', 'other', 'No']","['male', 'AT', 73, 'Apprenticeship', 'Yes', 'other', 'No']","['male', 'AT', 74, 'Apprenticeship', 'Yes', 'other', 'No']","['male', 'AT', 75, 'Apprenticeship', 'Yes', 'other', 'No']","['male', 'AT', 76, 'Apprenticeship', 'Yes', 'other', 'No']","['male', 'AT', 77, 'Apprenticeship', 'Yes', 'other', 'No']"
1699,"['female', 'AT', 29, 'not stated', 'No', 'other', 'No']","['female', 'AT', 30, 'university', 'No', 'other', 'No']","['female', 'AT', 31, 'university', 'No', 'other', 'No']","['female', 'AT', 32, 'university', 'No', 'other', 'No']","['female', 'AT', 33, 'university', 'No', 'other', 'No']","['female', 'AT', 34, 'not stated', 'No', 'other', 'No']","['female', 'AT', 35, 'university', 'No', 'other', 'No']","['female', 'AT', 36, 'university', 'No', 'other', 'No']","['female', 'AT', 37, 'university', 'No', 'other', 'No']","['female', 'AT', 38, 'university', 'No', 'other', 'No']","['female', 'AT', 39, 'university', 'No', 'other', 'No']"
1425,"['male', 'Non-EU', 26, 'high school', 'No', 'other', 'No']","['male', 'Non-EU', 27, 'high school', 'No', 'other', 'No']","['male', 'Non-EU', 28, 'high school', 'No', 'other', 'No']","['male', 'Non-EU', 29, 'high school', 'No', 'other', 'No']","['male', 'Non-EU', 30, 'high school', 'No', 'other', 'No']","['male', 'Non-EU', 31, 'high school', 'No', 'other', 'No']","['male', 'Non-EU', 32, 'high school', 'No', 'other', 'No']","['male', 'Non-EU', 33, 'high school', 'No', 'other', 'No']","['male', 'Non-EU', 34, 'high school', 'No', 'other', 'No']","['male', 'Non-EU', 35, 'not stated', 'No', 'other', 'No']","['male', 'Non-EU', 36, 'high school', 'No', 'other', 'No']"
2908,"['female', 'AT', 28, 'Apprenticeship', 'No', 'other', 'Yes']","['female', 'AT', 29, 'Apprenticeship', 'No', 'other', 'Yes']","['female', 'AT', 30, 'university', 'No', 'other', 'Yes']","['female', 'AT', 31, 'university', 'No', 'other', 'Yes']","['female', 'AT', 32, 'university', 'No', 'other', 'Yes']","['female', 'AT', 33, 'university', 'No', 'other', 'Yes']","['female', 'AT', 34, 'university', 'No', 'other', 'Yes']","['female', 'AT', 35, 'university', 'No', 'other', 'Yes']","['female', 'AT', 36, 'university', 'No', 'other', 'Yes']","['female', 'AT', 37, 'university', 'No', 'other', 'Yes']","['female', 'AT', 38, 'university', 'No', 'other', 'Yes']"
2687,"['male', 'AT', 33, 'Compulsory', 'No', 'other', 'No']","['male', 'AT', 34, 'not stated', 'No', 'other', 'No']","['male', 'AT', 35, 'Compulsory', 'No', 'other', 'No']","['male', 'AT', 36, 'Apprenticeship', 'No', 'other', 'No']","['male', 'AT', 37, 'Apprenticeship', 'No', 'other', 'No']","['male', 'AT', 38, 'high school', 'No', 'other', 'No']","['male', 'AT', 39, 'high school', 'No', 'other', 'No']","['male', 'AT', 40, 'high school', 'No', 'other', 'No']","['male', 'AT', 41, 'high school', 'No', 'other', 'No']","['male', 'AT', 42, 'high school', 'No', 'other', 'No']","['male', 'AT', 43, 'high school', 'No', 'other', 'No']"
1203,"['male', 'AT', 50, 'not stated', 'No', 'other', 'No']","['male', 'AT', 51, 'Compulsory', 'No', 'other', 'No']","['male', 'AT', 52, 'not stated', 'No', 'other', 'No']","['male', 'AT', 53, 'Compulsory', 'No', 'other', 'No']","['male', 'AT', 54, 'high school', 'No', 'other', 'No']","['male', 'AT', 55, 'university', 'No', 'other', 'No']","['male', 'AT', 56, 'university', 'No', 'other', 'No']","['male', 'AT', 57, 'university', 'No', 'other', 'No']","['male', 'AT', 58, 'university', 'No', 'other', 'No']","['male', 'AT', 59, 'university', 'No', 'other', 'No']","['male', 'AT', 60, 'university', 'No', 'other', 'No']"
1456,"['male', 'AT', 29, 'Apprenticeship', 'No', 'other', 'No']","['male', 'AT', 30, 'Apprenticeship', 'No', 'other', 'No']","['male', 'AT', 31, 'Apprenticeship', 'No', 'other', 'No']","['male', 'AT', 32, 'not stated', 'No', 'other', 'No']","['male', 'AT', 33, 'not stated', 'No', 'other', 'No']","['male', 'AT', 34, 'university', 'No', 'other', 'No']","['male', 'AT', 35, 'university', 'No', 'other', 'No']","['male', 'AT', 36, 'university', 'No', 'other', 'No']","['male', 'AT', 37, 'university', 'No', 'other', 'No']","['male', 'AT', 38, 'university', 'No', 'other', 'No']","['male', 'AT', 39, 'not stated', 'No', 'other', 'No']"
325,"['female', 'AT', 62, 'not stated', 'Yes', 'service', 'No']","['female', 'AT', 63, 'Apprenticeship', 'Yes', 'service', 'No']","['female', 'AT', 64, 'Apprenticeship', 'Yes', 'service', 'No']","['female', 'AT', 65, 'Apprenticeship', 'Yes', 'service', 'No']","['female', 'AT', 66, 'high school', 'Yes', 'service', 'No']","['female', 'AT', 67, 'university', 'Yes', 'service', 'No']","['female', 'AT', 68, 'university', 'Yes', 'service', 'No']","['female', 'AT', 69, 'university', 'Yes', 'service', 'No']","['female', 'AT', 70, 'university', 'Yes', 'service', 'No']","['female', 'AT', 71, 'university', 'Yes', 'service', 'No']","['female', 'AT', 72, 'not stated', 'Yes', 'service', 'No']"
2704,"['male', 'AT', 60, 'Apprenticeship', 'No', 'other', 'No']","['male', 'AT', 61, 'not stated', 'No', 'other', 'No']","['male', 'AT', 62, 'Apprenticeship', 'No', 'other', 'No']","['male', 'AT', 63, 'not stated', 'No', 'other', 'No']","['male', 'AT', 64, 'Apprenticeship', 'No', 'other', 'No']","['male', 'AT', 65, 'Apprenticeship', 'Yes', 'other', 'No']","['male', 'AT', 66, 'Apprenticeship', 'Yes', 'other', 'No']","['male', 'AT', 67, 'not stated', 'Yes', 'other', 'No']","['male', 'AT', 68, 'high school', 'Yes', 'other', 'No']","['male', 'AT', 69, 'high school', 'Yes', 'other', 'No']","['male', 'AT', 70, 'not stated', 'Yes', 'other', 'No']"
1291,"['male', 'AT', 27, 'not stated', 'No', 'other', 'No']","['male', 'AT', 28, 'not stated', 'No', 'other', 'No']","['male', 'AT', 29, 'not stated', 'No', 'other', 'No']","['male', 'AT', 30, 'Compulsory', 'No', 'other', 'No']","['male', 'AT', 31, 'Compulsory', 'No', 'other', 'No']","['male', 'AT', 32, 'Apprenticeship', 'No', 'other', 'No']","['male', 'AT', 33, 'Apprenticeship', 'No', 'other', 'No']","['male', 'AT', 34, 'university', 'No', 'other', 'No']","['male', 'AT', 35, 'university', 'No', 'other', 'No']","['male', 'AT', 36, 'not stated', 'No', 'other', 'No']","['male', 'AT', 37, 'university', 'No', 'other', 'No']"
639,"['male', 'AT', 75, 'Apprenticeship', 'No', 'other', 'No']","['male', 'AT', 76, 'Apprenticeship', 'No', 'other', 'No']","['male', 'AT', 77, 'not stated', 'Yes', 'other', 'No']","['male', 'AT', 78, 'not stated', 'Yes', 'other', 'No']","['male', 'AT', 79, 'university', 'Yes', 'other', 'No']","['male', 'AT', 80, 'university', 'Yes', 'other', 'No']","['male', 'AT', 81, 'university', 'Yes', 'other', 'No']","['male', 'AT', 82, 'not stated', 'Yes', 'other', 'No']","['male', 'AT', 83, 'not stated', 'Yes', 'other', 'No']","['male', 'AT', 84, 'not stated', 'Yes', 'other', 'No']","['male', 'AT', 85, 'university', 'Yes', 'other', 'No']"
1719,"['female', 'AT', 87, 'not stated', 'Yes', 'other', 'No']","['female', 'AT', 88, 'not stated', 'Yes', 'other', 'No']","['female', 'AT', 89, 'high school', 'Yes', 'other', 'No']","['female', 'AT', 90, 'high school', 'Yes', 'other', 'No']","['female', 'AT', 91, 'university', 'Yes', 'other', 'No']","['female', 'AT', 92, 'university', 'Yes', 'other', 'No']","['female', 'AT', 93, 'university', 'Yes', 'other', 'No']","['female', 'AT', 94, 'not stated', 'Yes', 'other', 'No']","['female', 'AT', 95, 'university', 'Yes', 'other', 'No']","['female', 'AT', 96, 'university', 'Yes', 'other', 'No']","['female', 'AT', 97, 'university', 'Yes', 'other', 'No']"
720,"['female', 'AT', 35, 'not stated', 'No', 'other', 'No']","['female', 'AT', 36, 'not stated', 'No', 'other', 'No']","['female', 'AT', 37, 'Compulsory', 'No', 'other', 'No']","['female', 'AT', 38, 'Apprenticeship', 'No', 'other', 'No']","['female', 'AT', 39, 'Apprenticeship', 'No', 'other', 'No']","['female', 'AT', 40, 'Apprenticeship', 'No', 'other', 'No']","['female', 'AT', 41, 'Apprenticeship', 'No', 'other', 'No']","['female', 'AT', 42, 'Apprenticeship', 'No', 'other', 'No']","['female', 'AT', 43, 'university', 'No', 'other', 'No']","['female', 'AT', 44, 'university', 'No', 'other', 'No']","['female', 'AT', 45, 'not stated', 'No', 'other', 'No']"
2281,"['female', 'AT', 50, 'not stated', 'No', 'other', 'No']","['female', 'AT', 51, 'university', 'No', 'other', 'No']","['female', 'AT', 52, 'not stated', 'No', 'other', 'No']","['female', 'AT', 53, 'university', 'No', 'other', 'No']","['female', 'AT', 54, 'university', 'No', 'other', 'No']","['female', 'AT', 55, 'university', 'Yes', 'other', 'No']","['female', 'AT', 56, 'university', 'Yes', 'other', 'No']","['female', 'AT', 57, 'university', 'Yes', 'other', 'No']","['female', 'AT', 58, 'university', 'Yes', 'other', 'No']","['female', 'AT', 59, 'not stated', 'Yes', 'other', 'No']","['female', 'AT', 60, 'not stated', 'Yes', 'other', 'No']"
2203,"['female', 'AT', 16, 'not stated', 'No', 'other', 'Yes']","['female', 'AT', 17, 'Compulsory', 'No', 'other', 'Yes']","['female', 'AT', 18, 'not stated', 'No', 'other', 'Yes']","['female', 'AT', 19, 'not stated', 'No', 'other', 'Yes']","['female', 'AT', 20, 'not stated', 'No', 'other', 'Yes']","['female', 'AT', 21, 'Compulsory', 'No', 'other', 'Yes']","['female', 'AT', 22, 'high school', 'No', 'other', 'Yes']","['female', 'AT', 23, 'university', 'No', 'other', 'Yes']","['female', 'AT', 24, 'university', 'No', 'other', 'Yes']","['female', 'AT', 25, 'not stated', 'No', 'other', 'Yes']","['female', 'AT', 26, 'university', 'No', 'other', 'Yes']"
2237,"['male', 'EU', 69, 'high school', 'Yes', 'other', 'No']","['male', 'EU', 70, 'high school', 'Yes', 'other', 'No']","['male', 'EU', 71, 'not stated', 'Yes', 'other', 'No']","['male', 'EU', 72, 'high school', 'Yes', 'other', 'No']","['male', 'EU', 73, 'high school', 'Yes', 'other', 'No']","['male', 'EU', 74, 'high school', 'Yes', 'other', 'No']","['male', 'EU', 75, 'high school', 'Yes', 'other', 'No']","['male', 'EU', 76, 'university', 'Yes', 'other', 'No']","['male', 'EU', 77, 'not stated', 'Yes', 'other', 'No']","['male', 'EU', 78, 'university', 'Yes', 'other', 'No']","['male', 'EU', 79, 'university', 'Yes', 'other', 'No']"
812,"['male', 'AT', 20, 'Apprenticeship', 'No', 'service', 'No']","['male', 'AT', 21, 'Apprenticeship', 'No', 'service', 'No']","['male', 'AT', 22, 'Apprenticeship', 'No', 'service', 'No']","['male', 'AT', 23, 'Apprenticeship', 'No', 'service', 'No']","['male', 'AT', 24, 'Apprenticeship', 'No', 'service', 'No']","['male', 'AT', 25, 'Apprenticeship', 'No', 'service', 'No']","['male', 'AT', 26, 'not stated', 'No', 'service', 'No']","['male', 'AT', 27, 'not stated', 'No', 'service', 'No']","['male', 'AT', 28, 'university', 'No', 'service', 'No']","['male', 'AT', 29, 'not stated', 'No', 'service', 'No']","['male', 'AT', 30, 'university', 'No', 'service', 'No']"
1892,"['male', 'AT', 25, 'university', 'No', 'other', 'No']","['male', 'AT', 26, 'university', 'No', 'other', 'No']","['male', 'AT', 27, 'not stated', 'No', 'other', 'No']","['male', 'AT', 28, 'not stated', 'No', 'other', 'No']","['male', 'AT', 29, 'university', 'No', 'other', 'No']","['male', 'AT', 30, 'university', 'No', 'other', 'No']","['male', 'AT', 31, 'university', 'No', 'other', 'No']","['male', 'AT', 32, 'not stated', 'No', 'other', 'No']","['male', 'AT', 33, 'university', 'No', 'other', 'No']","['male', 'AT', 34, 'university', 'No', 'other', 'No']","['male', 'AT', 35, 'university', 'No', 'other', 'No']"
339,"['male', 'AT', 70, 'Apprenticeship', 'No', 'other', 'No']","['male', 'AT', 71, 'not stated', 'No', 'other', 'No']","['male', 'AT', 72, 'high school', 'Yes', 'other', 'No']","['male', 'AT', 73, 'university', 'Yes', 'other', 'No']","['male', 'AT', 74, 'university', 'Yes', 'other', 'No']","['male', 'AT', 75, 'not stated', 'Yes', 'other', 'No']","['male', 'AT', 76, 'university', 'Yes', 'other', 'No']","['male', 'AT', 77, 'university', 'Yes', 'other', 'No']","['male', 'AT', 78, 'university', 'Yes', 'other', 'No']","['male', 'AT', 79, 'university', 'Yes', 'other', 'No']","['male', 'AT', 80, 'university', 'Yes', 'other', 'No']"
1410,"['female', 'AT', 48, 'not stated', 'No', 'other', 'Yes']","['female', 'AT', 49, 'Compulsory', 'No', 'other', 'Yes']","['female', 'AT', 50, 'Compulsory', 'No', 'other', 'Yes']","['female', 'AT', 51, 'not stated', 'No', 'other', 'Yes']","['female', 'AT', 52, 'Compulsory', 'No', 'other', 'Yes']","['female', 'AT', 53, 'university', 'No', 'other', 'Yes']","['female', 'AT', 54, 'university', 'No', 'other', 'Yes']","['female', 'AT', 55, 'not stated', 'No', 'other', 'Yes']","['female', 'AT', 56, 'university', 'Yes', 'other', 'Yes']","['female', 'AT', 57, 'not stated', 'Yes', 'other', 'Yes']","['female', 'AT', 58, 'university', 'Yes', 'other', 'Yes']"
33,"['female', 'AT', 27, 'Compulsory', 'No', 'service', 'Yes']","['female', 'AT', 28, 'Compulsory', 'No', 'service', 'Yes']","['female', 'AT', 29, 'Apprenticeship', 'No', 'service', 'Yes']","['female', 'AT', 30, 'Apprenticeship', 'No', 'service', 'Yes']","['female', 'AT', 31, 'high school', 'No', 'service', 'Yes']","['female', 'AT', 32, 'high school', 'No', 'service', 'Yes']","['female', 'AT', 33, 'high school', 'No', 'service', 'Yes']","['female', 'AT', 34, 'high school', 'No', 'service', 'Yes']","['female', 'AT', 35, 'not stated', 'No', 'service', 'Yes']","['female', 'AT', 36, 'not stated', 'No', 'service', 'Yes']","['female', 'AT', 37, 'not stated', 'No', 'service', 'Yes']"
1652,"['female', 'AT', 29, 'Apprenticeship', 'No', 'other', 'No']","['female', 'AT', 30, 'university', 'No', 'other', 'No']","['female', 'AT', 31, 'not stated', 'No', 'other', 'No']","['female', 'AT', 32, 'university', 'No', 'other', 'No']","['female', 'AT', 33, 'university', 'No', 'other', 'No']","['female', 'AT', 34, 'university', 'No', 'other', 'No']","['female', 'AT', 35, 'university', 'No', 'other', 'No']","['female', 'AT', 36, 'university', 'No', 'other', 'No']","['female', 'AT', 37, 'university', 'No', 'other', 'No']","['female', 'AT', 38, 'university', 'No', 'other', 'No']","['female', 'AT', 39, 'university', 'No', 'other', 'No']"
585,"['female', 'AT', 16, 'not stated', 'No', 'other', 'No']","['female', 'AT', 17, 'Compulsory', 'No', 'other', 'No']","['female', 'AT', 18, 'high school', 'No', 'other', 'No']","['female', 'AT', 19, 'high school', 'No', 'other', 'No']","['female', 'AT', 20, 'high school', 'No', 'other', 'No']","['female', 'AT', 21, 'high school', 'No', 'other', 'No']","['female', 'AT', 22, 'high school', 'No', 'other', 'No']","['female', 'AT', 23, 'high school', 'No', 'other', 'No']","['female', 'AT', 24, 'not stated', 'No', 'other', 'No']","['female', 'AT', 25, 'high school', 'No', 'other', 'No']","['female', 'AT', 26, 'high school', 'No', 'other', 'No']"
2424,"['female', 'AT', 25, 'Apprenticeship', 'No', 'other', 'No']","['female', 'AT', 26, 'not stated', 'No', 'other', 'No']","['female', 'AT', 27, 'Apprenticeship', 'No', 'other', 'No']","['female', 'AT', 28, 'not stated', 'No', 'other', 'No']","['female', 'AT', 29, 'university', 'No', 'other', 'No']","['female', 'AT', 30, 'not stated', 'No', 'other', 'No']","['female', 'AT', 31, 'university', 'No', 'other', 'No']","['female', 'AT', 32, 'university', 'No', 'other', 'No']","['female', 'AT', 33, 'not stated', 'No', 'other', 'No']","['female', 'AT', 34, 'university', 'No', 'other', 'No']","['female', 'AT', 35, 'university', 'No', 'other', 'No']"
2350,"['male', 'AT', 40, 'Compulsory', 'No', 'production', 'No']","['male', 'AT', 41, 'not stated', 'No', 'production', 'No']","['male', 'AT', 42, 'Apprenticeship', 'No', 'production', 'No']","['male', 'AT', 43, 'high school', 'No', 'production', 'No']","['male', 'AT', 44, 'university', 'No', 'production', 'No']","['male', 'AT', 45, 'university', 'No', 'production', 'No']","['male', 'AT', 46, 'university', 'No', 'production', 'No']","['male', 'AT', 47, 'university', 'No', 'production', 'No']","['male', 'AT', 48, 'university', 'No', 'production', 'No']","['male', 'AT', 49, 'university', 'No', 'production', 'No']","['male', 'AT', 50, 'university', 'No', 'production', 'No']"
2452,"['male', 'AT', 44, 'Compulsory', 'No', 'other', 'No']","['male', 'AT', 45, 'Apprenticeship', 'No', 'other', 'No']","['male', 'AT', 46, 'Apprenticeship', 'No', 'other', 'No']","['male', 'AT', 47, 'Apprenticeship', 'No', 'other', 'No']","['male', 'AT', 48, 'Apprenticeship', 'No', 'other', 'No']","['male', 'AT', 49, 'university', 'No', 'other', 'No']","['male', 'AT', 50, 'university', 'No', 'other', 'No']","['male', 'AT', 51, 'university', 'No', 'other', 'No']","['male', 'AT', 52, 'university', 'No', 'other', 'No']","['male', 'AT', 53, 'university', 'No', 'other', 'No']","['male', 'AT', 54, 'university', 'No', 'other', 'No']"
574,"['female', 'AT', 63, 'high school', 'Yes', 'other', 'Yes']","['female', 'AT', 64, 'university', 'Yes', 'other', 'Yes']","['female', 'AT', 65, 'university', 'Yes', 'other', 'Yes']","['female', 'AT', 66, 'not stated', 'Yes', 'other', 'Yes']","['female', 'AT', 67, 'university', 'Yes', 'other', 'Yes']","['female', 'AT', 68, 'university', 'Yes', 'other', 'Yes']","['female', 'AT', 69, 'not stated', 'Yes', 'other', 'Yes']","['female', 'AT', 70, 'university', 'Yes', 'other', 'Yes']","['female', 'AT', 71, 'not stated', 'Yes', 'other', 'Yes']","['female', 'AT', 72, 'university', 'Yes', 'other', 'Yes']","['female', 'AT', 73, 'university', 'Yes', 'other', 'Yes']"
2833,"['male', 'Non-EU', 27, 'not stated', 'No', 'other', 'No']","['male', 'Non-EU', 28, 'not stated', 'No', 'other', 'No']","['male', 'Non-EU', 29, 'Apprenticeship', 'No', 'other', 'No']","['male', 'Non-EU', 30, 'high school', 'No', 'other', 'No']","['male', 'Non-EU', 31, 'not stated', 'No', 'other', 'No']","['male', 'Non-EU', 32, 'high school', 'No', 'other', 'No']","['male', 'Non-EU', 33, 'high school', 'No', 'other', 'No']","['male', 'Non-EU', 34, 'high school', 'No', 'other', 'No']","['male', 'Non-EU', 35, 'high school', 'No', 'other', 'No']","['male', 'Non-EU', 36, 'high school', 'No', 'other', 'No']","['male', 'Non-EU', 37, 'not stated', 'No', 'other', 'No']"
2654,"['female', 'Non-EU', 56, 'university', 'Yes', 'other', 'No']","['female', 'Non-EU', 57, 'university', 'Yes', 'other', 'No']","['female', 'Non-EU', 58, 'university', 'Yes', 'other', 'No']","['female', 'Non-EU', 59, 'university', 'Yes', 'other', 'No']","['female', 'Non-EU', 60, 'university', 'Yes', 'other', 'No']","['female', 'Non-EU', 61, 'not stated', 'Yes', 'other', 'No']","['female', 'Non-EU', 62, 'not stated', 'Yes', 'other', 'No']","['female', 'Non-EU', 63, 'university', 'Yes', 'other', 'No']","['female', 'Non-EU', 64, 'university', 'Yes', 'other', 'No']","['female', 'Non-EU', 65, 'not stated', 'Yes', 'other', 'No']","['female', 'Non-EU', 66, 'university', 'Yes', 'other', 'No']"
