,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
565,"['female', 'AT', 68, 'not stated', 'No', 'other', 'Yes']","['female', 'AT', 69, 'high school', 'Yes', 'other', 'Yes']","['female', 'AT', 70, 'university', 'Yes', 'other', 'Yes']","['female', 'AT', 71, 'university', 'Yes', 'other', 'Yes']","['female', 'AT', 72, 'university', 'Yes', 'other', 'Yes']","['female', 'AT', 73, 'university', 'Yes', 'other', 'Yes']","['female', 'AT', 74, 'not stated', 'Yes', 'other', 'Yes']","['female', 'AT', 75, 'university', 'Yes', 'other', 'Yes']","['female', 'AT', 76, 'university', 'Yes', 'other', 'Yes']","['female', 'AT', 77, 'not stated', 'Yes', 'other', 'Yes']","['female', 'AT', 78, 'university', 'Yes', 'other', 'Yes']"
204,"['male', 'AT', 25, 'Apprenticeship', 'No', 'other', 'No']","['male', 'AT', 26, 'not stated', 'No', 'other', 'No']","['male', 'AT', 27, 'Apprenticeship', 'No', 'other', 'No']","['male', 'AT', 28, 'university', 'No', 'other', 'No']","['male', 'AT', 29, 'not stated', 'No', 'other', 'No']","['male', 'AT', 30, 'university', 'No', 'other', 'No']","['male', 'AT', 31, 'university', 'No', 'other', 'No']","['male', 'AT', 32, 'university', 'No', 'other', 'No']","['male', 'AT', 33, 'university', 'No', 'other', 'No']","['male', 'AT', 34, 'university', 'No', 'other', 'No']","['male', 'AT', 35, 'university', 'No', 'other', 'No']"
954,"['female', 'EU', 31, 'not stated', 'No', 'other', 'Yes']","['female', 'EU', 32, 'high school', 'No', 'other', 'Yes']","['female', 'EU', 33, 'university', 'No', 'other', 'Yes']","['female', 'EU', 34, 'university', 'No', 'other', 'Yes']","['female', 'EU', 35, 'university', 'No', 'other', 'Yes']","['female', 'EU', 36, 'university', 'No', 'other', 'Yes']","['female', 'EU', 37, 'university', 'No', 'other', 'Yes']","['female', 'EU', 38, 'not stated', 'No', 'other', 'Yes']","['female', 'EU', 39, 'university', 'No', 'other', 'Yes']","['female', 'EU', 40, 'university', 'No', 'other', 'Yes']","['female', 'EU', 41, 'university', 'No', 'other', 'Yes']"
1767,"['female', 'AT', 76, 'university', 'No', 'other', 'No']","['female', 'AT', 77, 'university', 'No', 'other', 'No']","['female', 'AT', 78, 'university', 'Yes', 'other', 'No']","['female', 'AT', 79, 'university', 'Yes', 'other', 'No']","['female', 'AT', 80, 'university', 'Yes', 'other', 'No']","['female', 'AT', 81, 'university', 'Yes', 'other', 'No']","['female', 'AT', 82, 'university', 'Yes', 'other', 'No']","['female', 'AT', 83, 'university', 'Yes', 'other', 'No']","['female', 'AT', 84, 'university', 'Yes', 'other', 'No']","['female', 'AT', 85, 'university', 'Yes', 'other', 'No']","['female', 'AT', 86, 'university', 'Yes', 'other', 'No']"
2821,"['female', 'AT', 70, 'high school', 'No', 'other', 'Yes']","['female', 'AT', 71, 'high school', 'No', 'other', 'Yes']","['female', 'AT', 72, 'high school', 'Yes', 'other', 'Yes']","['female', 'AT', 73, 'university', 'Yes', 'other', 'Yes']","['female', 'AT', 74, 'university', 'Yes', 'other', 'Yes']","['female', 'AT', 75, 'university', 'Yes', 'other', 'Yes']","['female', 'AT', 76, 'university', 'Yes', 'other', 'Yes']","['female', 'AT', 77, 'university', 'Yes', 'other', 'Yes']","['female', 'AT', 78, 'university', 'Yes', 'other', 'Yes']","['female', 'AT', 79, 'university', 'Yes', 'other', 'Yes']","['female', 'AT', 80, 'university', 'Yes', 'other', 'Yes']"
777,"['female', 'AT', 71, 'high school', 'Yes', 'other', 'Yes']","['female', 'AT', 72, 'high school', 'Yes', 'other', 'Yes']","['female', 'AT', 73, 'not stated', 'Yes', 'other', 'Yes']","['female', 'AT', 74, 'university', 'Yes', 'other', 'Yes']","['female', 'AT', 75, 'not stated', 'Yes', 'other', 'Yes']","['female', 'AT', 76, 'university', 'Yes', 'other', 'Yes']","['female', 'AT', 77, 'university', 'Yes', 'other', 'Yes']","['female', 'AT', 78, 'university', 'Yes', 'other', 'Yes']","['female', 'AT', 79, 'university', 'Yes', 'other', 'Yes']","['female', 'AT', 80, 'not stated', 'Yes', 'other', 'Yes']","['female', 'AT', 81, 'university', 'Yes', 'other', 'Yes']"
611,"['male', 'AT', 95, 'Compulsory', 'Yes', 'other', 'No']","['male', 'AT', 96, 'not stated', 'Yes', 'other', 'No']","['male', 'AT', 97, 'high school', 'Yes', 'other', 'No']","['male', 'AT', 98, 'high school', 'Yes', 'other', 'No']","['male', 'AT', 99, 'not stated', 'Yes', 'other', 'No']","['male', 'AT', 100, 'university', 'Yes', 'other', 'No']","['male', 'AT', 101, 'university', 'Yes', 'other', 'No']","['male', 'AT', 102, 'university', 'Yes', 'other', 'No']","['male', 'AT', 103, 'university', 'Yes', 'other', 'No']","['male', 'AT', 104, 'university', 'Yes', 'other', 'No']","['male', 'AT', 105, 'university', 'Yes', 'other', 'No']"
435,"['female', 'AT', 72, 'not stated', 'Yes', 'other', 'Yes']","['female', 'AT', 73, 'Apprenticeship', 'Yes', 'other', 'Yes']","['female', 'AT', 74, 'Apprenticeship', 'Yes', 'other', 'Yes']","['female', 'AT', 75, 'not stated', 'Yes', 'other', 'Yes']","['female', 'AT', 76, 'Apprenticeship', 'Yes', 'other', 'Yes']","['female', 'AT', 77, 'Apprenticeship', 'Yes', 'other', 'Yes']","['female', 'AT', 78, 'university', 'Yes', 'other', 'Yes']","['female', 'AT', 79, 'university', 'Yes', 'other', 'Yes']","['female', 'AT', 80, 'university', 'Yes', 'other', 'Yes']","['female', 'AT', 81, 'university', 'Yes', 'other', 'Yes']","['female', 'AT', 82, 'not stated', 'Yes', 'other', 'Yes']"
1223,"['female', 'AT', 70, 'high school', 'No', 'other', 'No']","['female', 'AT', 71, 'high school', 'No', 'other', 'No']","['female', 'AT', 72, 'not stated', 'No', 'other', 'No']","['female', 'AT', 73, 'not stated', 'Yes', 'other', 'No']","['female', 'AT', 74, 'high school', 'Yes', 'other', 'No']","['female', 'AT', 75, 'high school', 'Yes', 'other', 'No']","['female', 'AT', 76, 'high school', 'Yes', 'other', 'No']","['female', 'AT', 77, 'high school', 'Yes', 'other', 'No']","['female', 'AT', 78, 'high school', 'Yes', 'other', 'No']","['female', 'AT', 79, 'high school', 'Yes', 'other', 'No']","['female', 'AT', 80, 'high school', 'Yes', 'other', 'No']"
717,"['female', 'AT', 27, 'Compulsory', 'No', 'other', 'No']","['female', 'AT', 28, 'not stated', 'No', 'other', 'No']","['female', 'AT', 29, 'not stated', 'No', 'other', 'No']","['female', 'AT', 30, 'not stated', 'No', 'other', 'No']","['female', 'AT', 31, 'Apprenticeship', 'No', 'other', 'No']","['female', 'AT', 32, 'not stated', 'No', 'other', 'No']","['female', 'AT', 33, 'university', 'No', 'other', 'No']","['female', 'AT', 34, 'not stated', 'No', 'other', 'No']","['female', 'AT', 35, 'not stated', 'No', 'other', 'No']","['female', 'AT', 36, 'university', 'No', 'other', 'No']","['female', 'AT', 37, 'university', 'No', 'other', 'No']"
2767,"['male', 'AT', 66, 'Apprenticeship', 'Yes', 'other', 'No']","['male', 'AT', 67, 'not stated', 'Yes', 'other', 'No']","['male', 'AT', 68, 'high school', 'Yes', 'other', 'No']","['male', 'AT', 69, 'high school', 'Yes', 'other', 'No']","['male', 'AT', 70, 'university', 'Yes', 'other', 'No']","['male', 'AT', 71, 'university', 'Yes', 'other', 'No']","['male', 'AT', 72, 'not stated', 'Yes', 'other', 'No']","['male', 'AT', 73, 'university', 'Yes', 'other', 'No']","['male', 'AT', 74, 'university', 'Yes', 'other', 'No']","['male', 'AT', 75, 'university', 'Yes', 'other', 'No']","['male', 'AT', 76, 'university', 'Yes', 'other', 'No']"
295,"['female', 'AT', 30, 'Apprenticeship', 'No', 'other', 'No']","['female', 'AT', 31, 'Apprenticeship', 'No', 'other', 'No']","['female', 'AT', 32, 'Apprenticeship', 'No', 'other', 'No']","['female', 'AT', 33, 'university', 'No', 'other', 'No']","['female', 'AT', 34, 'university', 'No', 'other', 'No']","['female', 'AT', 35, 'university', 'No', 'other', 'No']","['female', 'AT', 36, 'not stated', 'No', 'other', 'No']","['female', 'AT', 37, 'not stated', 'No', 'other', 'No']","['female', 'AT', 38, 'university', 'No', 'other', 'No']","['female', 'AT', 39, 'not stated', 'No', 'other', 'No']","['female', 'AT', 40, 'not stated', 'No', 'other', 'No']"
2346,"['male', 'AT', 60, 'university', 'No', 'other', 'No']","['male', 'AT', 61, 'university', 'Yes', 'other', 'No']","['male', 'AT', 62, 'not stated', 'Yes', 'other', 'No']","['male', 'AT', 63, 'not stated', 'Yes', 'other', 'No']","['male', 'AT', 64, 'university', 'Yes', 'other', 'No']","['male', 'AT', 65, 'not stated', 'Yes', 'other', 'No']","['male', 'AT', 66, 'university', 'Yes', 'other', 'No']","['male', 'AT', 67, 'university', 'Yes', 'other', 'No']","['male', 'AT', 68, 'university', 'Yes', 'other', 'No']","['male', 'AT', 69, 'university', 'Yes', 'other', 'No']","['male', 'AT', 70, 'university', 'Yes', 'other', 'No']"
996,"['male', 'AT', 67, 'Compulsory', 'Yes', 'other', 'No']","['male', 'AT', 68, 'Apprenticeship', 'Yes', 'other', 'No']","['male', 'AT', 69, 'Apprenticeship', 'Yes', 'other', 'No']","['male', 'AT', 70, 'Apprenticeship', 'Yes', 'other', 'No']","['male', 'AT', 71, 'Apprenticeship', 'Yes', 'other', 'No']","['male', 'AT', 72, 'Apprenticeship', 'Yes', 'other', 'No']","['male', 'AT', 73, 'Apprenticeship', 'Yes', 'other', 'No']","['male', 'AT', 74, 'Apprenticeship', 'Yes', 'other', 'No']","['male', 'AT', 75, 'Apprenticeship', 'Yes', 'other', 'No']","['male', 'AT', 76, 'Apprenticeship', 'Yes', 'other', 'No']","['male', 'AT', 77, 'Apprenticeship', 'Yes', 'other', 'No']"
1699,"['female', 'AT', 29, 'not stated', 'No', 'other', 'No']","['female', 'AT', 30, 'university', 'No', 'other', 'No']","['female', 'AT', 31, 'university', 'No', 'other', 'No']","['female', 'AT', 32, 'university', 'No', 'other', 'No']","['female', 'AT', 33, 'university', 'No', 'other', 'No']","['female', 'AT', 34, 'not stated', 'No', 'other', 'No']","['female', 'AT', 35, 'university', 'No', 'other', 'No']","['female', 'AT', 36, 'university', 'No', 'other', 'No']","['female', 'AT', 37, 'university', 'No', 'other', 'No']","['female', 'AT', 38, 'university', 'No', 'other', 'No']","['female', 'AT', 39, 'university', 'No', 'other', 'No']"
223,"['female', 'EU', 23, 'high school', 'No', 'other', 'No']","['female', 'EU', 24, 'high school', 'No', 'other', 'No']","['female', 'EU', 25, 'high school', 'No', 'other', 'No']","['female', 'EU', 26, 'university', 'No', 'other', 'No']","['female', 'EU', 27, 'university', 'No', 'other', 'No']","['female', 'EU', 28, 'university', 'No', 'other', 'No']","['female', 'EU', 29, 'university', 'No', 'other', 'No']","['female', 'EU', 30, 'not stated', 'No', 'other', 'No']","['female', 'EU', 31, 'university', 'No', 'other', 'No']","['female', 'EU', 32, 'university', 'No', 'other', 'No']","['female', 'EU', 33, 'university', 'No', 'other', 'No']"
1489,"['female', 'AT', 67, 'university', 'No', 'other', 'Yes']","['female', 'AT', 68, 'not stated', 'No', 'other', 'Yes']","['female', 'AT', 69, 'not stated', 'Yes', 'other', 'Yes']","['female', 'AT', 70, 'university', 'Yes', 'other', 'Yes']","['female', 'AT', 71, 'university', 'Yes', 'other', 'Yes']","['female', 'AT', 72, 'university', 'Yes', 'other', 'Yes']","['female', 'AT', 73, 'university', 'Yes', 'other', 'Yes']","['female', 'AT', 74, 'not stated', 'Yes', 'other', 'Yes']","['female', 'AT', 75, 'university', 'Yes', 'other', 'Yes']","['female', 'AT', 76, 'university', 'Yes', 'other', 'Yes']","['female', 'AT', 77, 'university', 'Yes', 'other', 'Yes']"
806,"['female', 'Non-EU', 20, 'Compulsory', 'No', 'other', 'No']","['female', 'Non-EU', 21, 'Apprenticeship', 'No', 'other', 'No']","['female', 'Non-EU', 22, 'not stated', 'No', 'other', 'No']","['female', 'Non-EU', 23, 'university', 'No', 'other', 'No']","['female', 'Non-EU', 24, 'university', 'No', 'other', 'No']","['female', 'Non-EU', 25, 'university', 'No', 'other', 'No']","['female', 'Non-EU', 26, 'university', 'No', 'other', 'No']","['female', 'Non-EU', 27, 'not stated', 'No', 'other', 'No']","['female', 'Non-EU', 28, 'university', 'No', 'other', 'No']","['female', 'Non-EU', 29, 'university', 'No', 'other', 'No']","['female', 'Non-EU', 30, 'university', 'No', 'other', 'No']"
1425,"['male', 'Non-EU', 26, 'high school', 'No', 'other', 'No']","['male', 'Non-EU', 27, 'high school', 'No', 'other', 'No']","['male', 'Non-EU', 28, 'high school', 'No', 'other', 'No']","['male', 'Non-EU', 29, 'high school', 'No', 'other', 'No']","['male', 'Non-EU', 30, 'high school', 'No', 'other', 'No']","['male', 'Non-EU', 31, 'high school', 'No', 'other', 'No']","['male', 'Non-EU', 32, 'high school', 'No', 'other', 'No']","['male', 'Non-EU', 33, 'high school', 'No', 'other', 'No']","['male', 'Non-EU', 34, 'high school', 'No', 'other', 'No']","['male', 'Non-EU', 35, 'not stated', 'No', 'other', 'No']","['male', 'Non-EU', 36, 'high school', 'No', 'other', 'No']"
2908,"['female', 'AT', 28, 'Apprenticeship', 'No', 'other', 'Yes']","['female', 'AT', 29, 'Apprenticeship', 'No', 'other', 'Yes']","['female', 'AT', 30, 'university', 'No', 'other', 'Yes']","['female', 'AT', 31, 'university', 'No', 'other', 'Yes']","['female', 'AT', 32, 'university', 'No', 'other', 'Yes']","['female', 'AT', 33, 'university', 'No', 'other', 'Yes']","['female', 'AT', 34, 'university', 'No', 'other', 'Yes']","['female', 'AT', 35, 'university', 'No', 'other', 'Yes']","['female', 'AT', 36, 'university', 'No', 'other', 'Yes']","['female', 'AT', 37, 'university', 'No', 'other', 'Yes']","['female', 'AT', 38, 'university', 'No', 'other', 'Yes']"
2687,"['male', 'AT', 33, 'Compulsory', 'No', 'other', 'No']","['male', 'AT', 34, 'not stated', 'No', 'other', 'No']","['male', 'AT', 35, 'Compulsory', 'No', 'other', 'No']","['male', 'AT', 36, 'Apprenticeship', 'No', 'other', 'No']","['male', 'AT', 37, 'Apprenticeship', 'No', 'other', 'No']","['male', 'AT', 38, 'high school', 'No', 'other', 'No']","['male', 'AT', 39, 'high school', 'No', 'other', 'No']","['male', 'AT', 40, 'high school', 'No', 'other', 'No']","['male', 'AT', 41, 'high school', 'No', 'other', 'No']","['male', 'AT', 42, 'high school', 'No', 'other', 'No']","['male', 'AT', 43, 'high school', 'No', 'other', 'No']"
1955,"['male', 'AT', 26, 'high school', 'No', 'other', 'No']","['male', 'AT', 27, 'high school', 'No', 'other', 'No']","['male', 'AT', 28, 'high school', 'No', 'other', 'No']","['male', 'AT', 29, 'not stated', 'No', 'other', 'No']","['male', 'AT', 30, 'not stated', 'No', 'other', 'No']","['male', 'AT', 31, 'high school', 'No', 'other', 'No']","['male', 'AT', 32, 'university', 'No', 'other', 'No']","['male', 'AT', 33, 'not stated', 'No', 'other', 'No']","['male', 'AT', 34, 'university', 'No', 'other', 'No']","['male', 'AT', 35, 'not stated', 'No', 'other', 'No']","['male', 'AT', 36, 'not stated', 'No', 'other', 'No']"
1203,"['male', 'AT', 50, 'not stated', 'No', 'other', 'No']","['male', 'AT', 51, 'Compulsory', 'No', 'other', 'No']","['male', 'AT', 52, 'not stated', 'No', 'other', 'No']","['male', 'AT', 53, 'Compulsory', 'No', 'other', 'No']","['male', 'AT', 54, 'high school', 'No', 'other', 'No']","['male', 'AT', 55, 'university', 'No', 'other', 'No']","['male', 'AT', 56, 'university', 'No', 'other', 'No']","['male', 'AT', 57, 'university', 'No', 'other', 'No']","['male', 'AT', 58, 'university', 'No', 'other', 'No']","['male', 'AT', 59, 'university', 'No', 'other', 'No']","['male', 'AT', 60, 'university', 'No', 'other', 'No']"
1456,"['male', 'AT', 29, 'Apprenticeship', 'No', 'other', 'No']","['male', 'AT', 30, 'Apprenticeship', 'No', 'other', 'No']","['male', 'AT', 31, 'Apprenticeship', 'No', 'other', 'No']","['male', 'AT', 32, 'not stated', 'No', 'other', 'No']","['male', 'AT', 33, 'not stated', 'No', 'other', 'No']","['male', 'AT', 34, 'university', 'No', 'other', 'No']","['male', 'AT', 35, 'university', 'No', 'other', 'No']","['male', 'AT', 36, 'university', 'No', 'other', 'No']","['male', 'AT', 37, 'university', 'No', 'other', 'No']","['male', 'AT', 38, 'university', 'No', 'other', 'No']","['male', 'AT', 39, 'not stated', 'No', 'other', 'No']"
325,"['female', 'AT', 62, 'not stated', 'Yes', 'service', 'No']","['female', 'AT', 63, 'Apprenticeship', 'Yes', 'service', 'No']","['female', 'AT', 64, 'Apprenticeship', 'Yes', 'service', 'No']","['female', 'AT', 65, 'Apprenticeship', 'Yes', 'service', 'No']","['female', 'AT', 66, 'high school', 'Yes', 'service', 'No']","['female', 'AT', 67, 'university', 'Yes', 'service', 'No']","['female', 'AT', 68, 'university', 'Yes', 'service', 'No']","['female', 'AT', 69, 'university', 'Yes', 'service', 'No']","['female', 'AT', 70, 'university', 'Yes', 'service', 'No']","['female', 'AT', 71, 'university', 'Yes', 'service', 'No']","['female', 'AT', 72, 'not stated', 'Yes', 'service', 'No']"
918,"['male', 'EU', 86, 'high school', 'Yes', 'other', 'No']","['male', 'EU', 87, 'high school', 'Yes', 'other', 'No']","['male', 'EU', 88, 'high school', 'Yes', 'other', 'No']","['male', 'EU', 89, 'high school', 'Yes', 'other', 'No']","['male', 'EU', 90, 'university', 'Yes', 'other', 'No']","['male', 'EU', 91, 'university', 'Yes', 'other', 'No']","['male', 'EU', 92, 'university', 'Yes', 'other', 'No']","['male', 'EU', 93, 'university', 'Yes', 'other', 'No']","['male', 'EU', 94, 'university', 'Yes', 'other', 'No']","['male', 'EU', 95, 'university', 'Yes', 'other', 'No']","['male', 'EU', 96, 'university', 'Yes', 'other', 'No']"
1233,"['female', 'Non-EU', 21, 'not stated', 'No', 'other', 'Yes']","['female', 'Non-EU', 22, 'Compulsory', 'No', 'other', 'Yes']","['female', 'Non-EU', 23, 'Compulsory', 'No', 'other', 'Yes']","['female', 'Non-EU', 24, 'high school', 'No', 'other', 'Yes']","['female', 'Non-EU', 25, 'not stated', 'No', 'other', 'Yes']","['female', 'Non-EU', 26, 'not stated', 'No', 'other', 'Yes']","['female', 'Non-EU', 27, 'not stated', 'No', 'other', 'Yes']","['female', 'Non-EU', 28, 'high school', 'No', 'other', 'Yes']","['female', 'Non-EU', 29, 'high school', 'No', 'other', 'Yes']","['female', 'Non-EU', 30, 'not stated', 'No', 'other', 'Yes']","['female', 'Non-EU', 31, 'university', 'No', 'other', 'Yes']"
2704,"['male', 'AT', 60, 'Apprenticeship', 'No', 'other', 'No']","['male', 'AT', 61, 'not stated', 'No', 'other', 'No']","['male', 'AT', 62, 'Apprenticeship', 'No', 'other', 'No']","['male', 'AT', 63, 'not stated', 'No', 'other', 'No']","['male', 'AT', 64, 'Apprenticeship', 'No', 'other', 'No']","['male', 'AT', 65, 'Apprenticeship', 'Yes', 'other', 'No']","['male', 'AT', 66, 'Apprenticeship', 'Yes', 'other', 'No']","['male', 'AT', 67, 'not stated', 'Yes', 'other', 'No']","['male', 'AT', 68, 'high school', 'Yes', 'other', 'No']","['male', 'AT', 69, 'high school', 'Yes', 'other', 'No']","['male', 'AT', 70, 'not stated', 'Yes', 'other', 'No']"
2723,"['female', 'AT', 28, 'not stated', 'No', 'other', 'Yes']","['female', 'AT', 29, 'Apprenticeship', 'No', 'other', 'Yes']","['female', 'AT', 30, 'university', 'No', 'other', 'Yes']","['female', 'AT', 31, 'university', 'No', 'other', 'Yes']","['female', 'AT', 32, 'not stated', 'No', 'other', 'Yes']","['female', 'AT', 33, 'university', 'No', 'other', 'Yes']","['female', 'AT', 34, 'university', 'No', 'other', 'Yes']","['female', 'AT', 35, 'university', 'No', 'other', 'Yes']","['female', 'AT', 36, 'university', 'No', 'other', 'Yes']","['female', 'AT', 37, 'university', 'No', 'other', 'Yes']","['female', 'AT', 38, 'university', 'No', 'other', 'Yes']"
