,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
2056,"['female', 'AT', 55, 'not stated', 'Yes', 'other', 'No']","['female', 'AT', 56, 'Compulsory', 'Yes', 'other', 'No']","['female', 'AT', 57, 'Apprenticeship', 'Yes', 'other', 'No']","['female', 'AT', 58, 'Apprenticeship', 'Yes', 'other', 'No']","['female', 'AT', 59, 'high school', 'Yes', 'other', 'No']","['female', 'AT', 60, 'high school', 'Yes', 'other', 'No']","['female', 'AT', 61, 'university', 'Yes', 'other', 'No']","['female', 'AT', 62, 'university', 'Yes', 'other', 'No']","['female', 'AT', 63, 'university', 'Yes', 'other', 'No']","['female', 'AT', 64, 'university', 'Yes', 'other', 'No']","['female', 'AT', 65, 'university', 'Yes', 'other', 'No']"
1020,"['female', 'AT', 36, 'Compulsory', 'No', 'other', 'No']","['female', 'AT', 37, 'university', 'No', 'other', 'No']","['female', 'AT', 38, 'not stated', 'No', 'other', 'No']","['female', 'AT', 39, 'university', 'No', 'other', 'No']","['female', 'AT', 40, 'university', 'No', 'other', 'No']","['female', 'AT', 41, 'university', 'No', 'other', 'No']","['female', 'AT', 42, 'not stated', 'No', 'other', 'No']","['female', 'AT', 43, 'not stated', 'No', 'other', 'No']","['female', 'AT', 44, 'university', 'No', 'other', 'No']","['female', 'AT', 45, 'university', 'No', 'other', 'No']","['female', 'AT', 46, 'university', 'No', 'other', 'No']"
2777,"['female', 'Non-EU', 61, 'Apprenticeship', 'Yes', 'other', 'No']","['female', 'Non-EU', 62, 'Apprenticeship', 'Yes', 'other', 'No']","['female', 'Non-EU', 63, 'Apprenticeship', 'Yes', 'other', 'No']","['female', 'Non-EU', 64, 'not stated', 'Yes', 'other', 'No']","['female', 'Non-EU', 65, 'not stated', 'Yes', 'other', 'No']","['female', 'Non-EU', 66, 'not stated', 'Yes', 'other', 'No']","['female', 'Non-EU', 67, 'not stated', 'Yes', 'other', 'No']","['female', 'Non-EU', 68, 'high school', 'Yes', 'other', 'No']","['female', 'Non-EU', 69, 'high school', 'Yes', 'other', 'No']","['female', 'Non-EU', 70, 'not stated', 'Yes', 'other', 'No']","['female', 'Non-EU', 71, 'high school', 'Yes', 'other', 'No']"
1313,"['female', 'AT', 60, 'university', 'No', 'other', 'Yes']","['female', 'AT', 61, 'university', 'No', 'other', 'Yes']","['female', 'AT', 62, 'university', 'Yes', 'other', 'Yes']","['female', 'AT', 63, 'university', 'Yes', 'other', 'Yes']","['female', 'AT', 64, 'university', 'Yes', 'other', 'Yes']","['female', 'AT', 65, 'university', 'Yes', 'other', 'Yes']","['female', 'AT', 66, 'not stated', 'Yes', 'other', 'Yes']","['female', 'AT', 67, 'university', 'Yes', 'other', 'Yes']","['female', 'AT', 68, 'university', 'Yes', 'other', 'Yes']","['female', 'AT', 69, 'university', 'Yes', 'other', 'Yes']","['female', 'AT', 70, 'university', 'Yes', 'other', 'Yes']"
2467,"['male', 'AT', 27, 'Compulsory', 'No', 'other', 'No']","['male', 'AT', 28, 'not stated', 'No', 'other', 'No']","['male', 'AT', 29, 'not stated', 'No', 'other', 'No']","['male', 'AT', 30, 'university', 'No', 'other', 'No']","['male', 'AT', 31, 'university', 'No', 'other', 'No']","['male', 'AT', 32, 'university', 'No', 'other', 'No']","['male', 'AT', 33, 'university', 'No', 'other', 'No']","['male', 'AT', 34, 'not stated', 'No', 'other', 'No']","['male', 'AT', 35, 'university', 'No', 'other', 'No']","['male', 'AT', 36, 'university', 'No', 'other', 'No']","['male', 'AT', 37, 'university', 'No', 'other', 'No']"
1194,"['male', 'AT', 39, 'not stated', 'No', 'other', 'No']","['male', 'AT', 40, 'Apprenticeship', 'No', 'other', 'No']","['male', 'AT', 41, 'Apprenticeship', 'No', 'other', 'No']","['male', 'AT', 42, 'university', 'No', 'other', 'No']","['male', 'AT', 43, 'university', 'No', 'other', 'No']","['male', 'AT', 44, 'university', 'No', 'other', 'No']","['male', 'AT', 45, 'university', 'No', 'other', 'No']","['male', 'AT', 46, 'university', 'No', 'other', 'No']","['male', 'AT', 47, 'university', 'No', 'other', 'No']","['male', 'AT', 48, 'university', 'No', 'other', 'No']","['male', 'AT', 49, 'university', 'No', 'other', 'No']"
749,"['male', 'AT', 25, 'Compulsory', 'No', 'production', 'No']","['male', 'AT', 26, 'Apprenticeship', 'No', 'production', 'No']","['male', 'AT', 27, 'Apprenticeship', 'No', 'production', 'No']","['male', 'AT', 28, 'Apprenticeship', 'No', 'production', 'No']","['male', 'AT', 29, 'Apprenticeship', 'No', 'production', 'No']","['male', 'AT', 30, 'Apprenticeship', 'No', 'production', 'No']","['male', 'AT', 31, 'high school', 'No', 'production', 'No']","['male', 'AT', 32, 'high school', 'No', 'production', 'No']","['male', 'AT', 33, 'high school', 'No', 'production', 'No']","['male', 'AT', 34, 'high school', 'No', 'production', 'No']","['male', 'AT', 35, 'high school', 'No', 'production', 'No']"
649,"['male', 'AT', 86, 'university', 'Yes', 'other', 'No']","['male', 'AT', 87, 'university', 'Yes', 'other', 'No']","['male', 'AT', 88, 'not stated', 'Yes', 'other', 'No']","['male', 'AT', 89, 'not stated', 'Yes', 'other', 'No']","['male', 'AT', 90, 'not stated', 'Yes', 'other', 'No']","['male', 'AT', 91, 'university', 'Yes', 'other', 'No']","['male', 'AT', 92, 'university', 'Yes', 'other', 'No']","['male', 'AT', 93, 'university', 'Yes', 'other', 'No']","['male', 'AT', 94, 'not stated', 'Yes', 'other', 'No']","['male', 'AT', 95, 'not stated', 'Yes', 'other', 'No']","['male', 'AT', 96, 'university', 'Yes', 'other', 'No']"
596,"['female', 'AT', 60, 'not stated', 'Yes', 'other', 'Yes']","['female', 'AT', 61, 'not stated', 'Yes', 'other', 'Yes']","['female', 'AT', 62, 'Apprenticeship', 'Yes', 'other', 'Yes']","['female', 'AT', 63, 'not stated', 'Yes', 'other', 'Yes']","['female', 'AT', 64, 'Apprenticeship', 'Yes', 'other', 'Yes']","['female', 'AT', 65, 'Apprenticeship', 'Yes', 'other', 'Yes']","['female', 'AT', 66, 'Apprenticeship', 'Yes', 'other', 'Yes']","['female', 'AT', 67, 'university', 'Yes', 'other', 'Yes']","['female', 'AT', 68, 'university', 'Yes', 'other', 'Yes']","['female', 'AT', 69, 'university', 'Yes', 'other', 'Yes']","['female', 'AT', 70, 'not stated', 'Yes', 'other', 'Yes']"
1482,"['male', 'AT', 21, 'Compulsory', 'No', 'other', 'No']","['male', 'AT', 22, 'university', 'No', 'other', 'No']","['male', 'AT', 23, 'university', 'No', 'other', 'No']","['male', 'AT', 24, 'not stated', 'No', 'other', 'No']","['male', 'AT', 25, 'university', 'No', 'other', 'No']","['male', 'AT', 26, 'university', 'No', 'other', 'No']","['male', 'AT', 27, 'university', 'No', 'other', 'No']","['male', 'AT', 28, 'not stated', 'No', 'other', 'No']","['male', 'AT', 29, 'university', 'No', 'other', 'No']","['male', 'AT', 30, 'university', 'No', 'other', 'No']","['male', 'AT', 31, 'university', 'No', 'other', 'No']"
1013,"['female', 'AT', 25, 'not stated', 'No', 'other', 'Yes']","['female', 'AT', 26, 'Compulsory', 'No', 'other', 'Yes']","['female', 'AT', 27, 'Compulsory', 'No', 'other', 'Yes']","['female', 'AT', 28, 'high school', 'No', 'other', 'Yes']","['female', 'AT', 29, 'high school', 'No', 'other', 'Yes']","['female', 'AT', 30, 'university', 'No', 'other', 'Yes']","['female', 'AT', 31, 'university', 'No', 'other', 'Yes']","['female', 'AT', 32, 'university', 'No', 'other', 'Yes']","['female', 'AT', 33, 'university', 'No', 'other', 'Yes']","['female', 'AT', 34, 'university', 'No', 'other', 'Yes']","['female', 'AT', 35, 'university', 'No', 'other', 'Yes']"
2095,"['female', 'AT', 18, 'university', 'No', 'other', 'No']","['female', 'AT', 19, 'university', 'No', 'other', 'No']","['female', 'AT', 20, 'not stated', 'No', 'other', 'No']","['female', 'AT', 21, 'university', 'No', 'other', 'No']","['female', 'AT', 22, 'university', 'No', 'other', 'No']","['female', 'AT', 23, 'university', 'No', 'other', 'No']","['female', 'AT', 24, 'university', 'No', 'other', 'No']","['female', 'AT', 25, 'university', 'No', 'other', 'No']","['female', 'AT', 26, 'not stated', 'No', 'other', 'No']","['female', 'AT', 27, 'university', 'No', 'other', 'No']","['female', 'AT', 28, 'university', 'No', 'other', 'No']"
1698,"['female', 'AT', 38, 'not stated', 'No', 'other', 'Yes']","['female', 'AT', 39, 'university', 'No', 'other', 'Yes']","['female', 'AT', 40, 'university', 'No', 'other', 'Yes']","['female', 'AT', 41, 'university', 'No', 'other', 'Yes']","['female', 'AT', 42, 'university', 'No', 'other', 'Yes']","['female', 'AT', 43, 'university', 'No', 'other', 'Yes']","['female', 'AT', 44, 'university', 'No', 'other', 'Yes']","['female', 'AT', 45, 'not stated', 'No', 'other', 'Yes']","['female', 'AT', 46, 'not stated', 'No', 'other', 'Yes']","['female', 'AT', 47, 'university', 'No', 'other', 'Yes']","['female', 'AT', 48, 'university', 'No', 'other', 'Yes']"
2118,"['female', 'AT', 52, 'university', 'No', 'other', 'No']","['female', 'AT', 53, 'university', 'No', 'other', 'No']","['female', 'AT', 54, 'not stated', 'No', 'other', 'No']","['female', 'AT', 55, 'university', 'No', 'other', 'No']","['female', 'AT', 56, 'university', 'Yes', 'other', 'No']","['female', 'AT', 57, 'university', 'Yes', 'other', 'No']","['female', 'AT', 58, 'university', 'Yes', 'other', 'No']","['female', 'AT', 59, 'university', 'Yes', 'other', 'No']","['female', 'AT', 60, 'university', 'Yes', 'other', 'No']","['female', 'AT', 61, 'university', 'Yes', 'other', 'No']","['female', 'AT', 62, 'university', 'Yes', 'other', 'No']"
2473,"['male', 'AT', 49, 'university', 'No', 'other', 'No']","['male', 'AT', 50, 'university', 'No', 'other', 'No']","['male', 'AT', 51, 'university', 'No', 'other', 'No']","['male', 'AT', 52, 'university', 'No', 'other', 'No']","['male', 'AT', 53, 'university', 'No', 'other', 'No']","['male', 'AT', 54, 'university', 'No', 'other', 'No']","['male', 'AT', 55, 'university', 'Yes', 'other', 'No']","['male', 'AT', 56, 'university', 'Yes', 'other', 'No']","['male', 'AT', 57, 'not stated', 'Yes', 'other', 'No']","['male', 'AT', 58, 'university', 'Yes', 'other', 'No']","['male', 'AT', 59, 'university', 'Yes', 'other', 'No']"
1127,"['female', 'AT', 24, 'not stated', 'No', 'service', 'No']","['female', 'AT', 25, 'Compulsory', 'No', 'service', 'No']","['female', 'AT', 26, 'high school', 'No', 'service', 'No']","['female', 'AT', 27, 'high school', 'No', 'service', 'No']","['female', 'AT', 28, 'university', 'No', 'service', 'No']","['female', 'AT', 29, 'university', 'No', 'service', 'No']","['female', 'AT', 30, 'not stated', 'No', 'service', 'No']","['female', 'AT', 31, 'university', 'No', 'service', 'No']","['female', 'AT', 32, 'university', 'No', 'service', 'No']","['female', 'AT', 33, 'university', 'No', 'service', 'No']","['female', 'AT', 34, 'university', 'No', 'service', 'No']"
1089,"['female', 'Non-EU', 58, 'Compulsory', 'No', 'other', 'Yes']","['female', 'Non-EU', 59, 'not stated', 'Yes', 'other', 'Yes']","['female', 'Non-EU', 60, 'Compulsory', 'Yes', 'other', 'Yes']","['female', 'Non-EU', 61, 'Apprenticeship', 'Yes', 'other', 'Yes']","['female', 'Non-EU', 62, 'high school', 'Yes', 'other', 'Yes']","['female', 'Non-EU', 63, 'high school', 'Yes', 'other', 'Yes']","['female', 'Non-EU', 64, 'high school', 'Yes', 'other', 'Yes']","['female', 'Non-EU', 65, 'high school', 'Yes', 'other', 'Yes']","['female', 'Non-EU', 66, 'not stated', 'Yes', 'other', 'Yes']","['female', 'Non-EU', 67, 'high school', 'Yes', 'other', 'Yes']","['female', 'Non-EU', 68, 'high school', 'Yes', 'other', 'Yes']"
464,"['male', 'AT', 27, 'Apprenticeship', 'No', 'other', 'No']","['male', 'AT', 28, 'Apprenticeship', 'No', 'other', 'No']","['male', 'AT', 29, 'Apprenticeship', 'No', 'other', 'No']","['male', 'AT', 30, 'not stated', 'No', 'other', 'No']","['male', 'AT', 31, 'university', 'No', 'other', 'No']","['male', 'AT', 32, 'university', 'No', 'other', 'No']","['male', 'AT', 33, 'not stated', 'No', 'other', 'No']","['male', 'AT', 34, 'not stated', 'No', 'other', 'No']","['male', 'AT', 35, 'university', 'No', 'other', 'No']","['male', 'AT', 36, 'university', 'No', 'other', 'No']","['male', 'AT', 37, 'university', 'No', 'other', 'No']"
1382,"['female', 'AT', 59, 'not stated', 'No', 'other', 'No']","['female', 'AT', 60, 'Apprenticeship', 'No', 'other', 'No']","['female', 'AT', 61, 'Apprenticeship', 'No', 'other', 'No']","['female', 'AT', 62, 'Apprenticeship', 'No', 'other', 'No']","['female', 'AT', 63, 'high school', 'Yes', 'other', 'No']","['female', 'AT', 64, 'university', 'Yes', 'other', 'No']","['female', 'AT', 65, 'university', 'Yes', 'other', 'No']","['female', 'AT', 66, 'university', 'Yes', 'other', 'No']","['female', 'AT', 67, 'not stated', 'Yes', 'other', 'No']","['female', 'AT', 68, 'university', 'Yes', 'other', 'No']","['female', 'AT', 69, 'university', 'Yes', 'other', 'No']"
2647,"['male', 'AT', 31, 'Compulsory', 'No', 'other', 'No']","['male', 'AT', 32, 'not stated', 'No', 'other', 'No']","['male', 'AT', 33, 'Compulsory', 'No', 'other', 'No']","['male', 'AT', 34, 'university', 'No', 'other', 'No']","['male', 'AT', 35, 'university', 'No', 'other', 'No']","['male', 'AT', 36, 'university', 'No', 'other', 'No']","['male', 'AT', 37, 'not stated', 'No', 'other', 'No']","['male', 'AT', 38, 'not stated', 'No', 'other', 'No']","['male', 'AT', 39, 'university', 'No', 'other', 'No']","['male', 'AT', 40, 'university', 'No', 'other', 'No']","['male', 'AT', 41, 'university', 'No', 'other', 'No']"
1101,"['male', 'EU', 31, 'not stated', 'No', 'other', 'No']","['male', 'EU', 32, 'Apprenticeship', 'No', 'other', 'No']","['male', 'EU', 33, 'university', 'No', 'other', 'No']","['male', 'EU', 34, 'university', 'No', 'other', 'No']","['male', 'EU', 35, 'university', 'No', 'other', 'No']","['male', 'EU', 36, 'university', 'No', 'other', 'No']","['male', 'EU', 37, 'university', 'No', 'other', 'No']","['male', 'EU', 38, 'university', 'No', 'other', 'No']","['male', 'EU', 39, 'university', 'No', 'other', 'No']","['male', 'EU', 40, 'university', 'No', 'other', 'No']","['male', 'EU', 41, 'not stated', 'No', 'other', 'No']"
330,"['male', 'AT', 29, 'not stated', 'No', 'other', 'No']","['male', 'AT', 30, 'not stated', 'No', 'other', 'No']","['male', 'AT', 31, 'Compulsory', 'No', 'other', 'No']","['male', 'AT', 32, 'Compulsory', 'No', 'other', 'No']","['male', 'AT', 33, 'Compulsory', 'No', 'other', 'No']","['male', 'AT', 34, 'Compulsory', 'No', 'other', 'No']","['male', 'AT', 35, 'Compulsory', 'No', 'other', 'No']","['male', 'AT', 36, 'Apprenticeship', 'No', 'other', 'No']","['male', 'AT', 37, 'Apprenticeship', 'No', 'other', 'No']","['male', 'AT', 38, 'Apprenticeship', 'No', 'other', 'No']","['male', 'AT', 39, 'high school', 'No', 'other', 'No']"
1259,"['male', 'AT', 29, 'Apprenticeship', 'No', 'other', 'No']","['male', 'AT', 30, 'high school', 'No', 'other', 'No']","['male', 'AT', 31, 'high school', 'No', 'other', 'No']","['male', 'AT', 32, 'high school', 'No', 'other', 'No']","['male', 'AT', 33, 'university', 'No', 'other', 'No']","['male', 'AT', 34, 'university', 'No', 'other', 'No']","['male', 'AT', 35, 'university', 'No', 'other', 'No']","['male', 'AT', 36, 'university', 'No', 'other', 'No']","['male', 'AT', 37, 'university', 'No', 'other', 'No']","['male', 'AT', 38, 'university', 'No', 'other', 'No']","['male', 'AT', 39, 'university', 'No', 'other', 'No']"
1754,"['male', 'AT', 24, 'Compulsory', 'No', 'service', 'No']","['male', 'AT', 25, 'not stated', 'No', 'service', 'No']","['male', 'AT', 26, 'high school', 'No', 'service', 'No']","['male', 'AT', 27, 'university', 'No', 'service', 'No']","['male', 'AT', 28, 'university', 'No', 'service', 'No']","['male', 'AT', 29, 'university', 'No', 'service', 'No']","['male', 'AT', 30, 'university', 'No', 'service', 'No']","['male', 'AT', 31, 'university', 'No', 'service', 'No']","['male', 'AT', 32, 'university', 'No', 'service', 'No']","['male', 'AT', 33, 'university', 'No', 'service', 'No']","['male', 'AT', 34, 'university', 'No', 'service', 'No']"
2124,"['male', 'AT', 23, 'not stated', 'No', 'service', 'No']","['male', 'AT', 24, 'Apprenticeship', 'No', 'service', 'No']","['male', 'AT', 25, 'Apprenticeship', 'No', 'service', 'No']","['male', 'AT', 26, 'Apprenticeship', 'No', 'service', 'No']","['male', 'AT', 27, 'Apprenticeship', 'No', 'service', 'No']","['male', 'AT', 28, 'Apprenticeship', 'No', 'service', 'No']","['male', 'AT', 29, 'university', 'No', 'service', 'No']","['male', 'AT', 30, 'university', 'No', 'service', 'No']","['male', 'AT', 31, 'university', 'No', 'service', 'No']","['male', 'AT', 32, 'university', 'No', 'service', 'No']","['male', 'AT', 33, 'university', 'No', 'service', 'No']"
2090,"['male', 'AT', 46, 'Apprenticeship', 'No', 'other', 'No']","['male', 'AT', 47, 'university', 'No', 'other', 'No']","['male', 'AT', 48, 'university', 'No', 'other', 'No']","['male', 'AT', 49, 'university', 'No', 'other', 'No']","['male', 'AT', 50, 'university', 'No', 'other', 'No']","['male', 'AT', 51, 'university', 'No', 'other', 'No']","['male', 'AT', 52, 'university', 'No', 'other', 'No']","['male', 'AT', 53, 'not stated', 'No', 'other', 'No']","['male', 'AT', 54, 'university', 'No', 'other', 'No']","['male', 'AT', 55, 'university', 'Yes', 'other', 'No']","['male', 'AT', 56, 'not stated', 'Yes', 'other', 'No']"
526,"['male', 'AT', 24, 'Apprenticeship', 'No', 'other', 'No']","['male', 'AT', 25, 'Apprenticeship', 'No', 'other', 'No']","['male', 'AT', 26, 'university', 'No', 'other', 'No']","['male', 'AT', 27, 'university', 'No', 'other', 'No']","['male', 'AT', 28, 'university', 'No', 'other', 'No']","['male', 'AT', 29, 'university', 'No', 'other', 'No']","['male', 'AT', 30, 'university', 'No', 'other', 'No']","['male', 'AT', 31, 'university', 'No', 'other', 'No']","['male', 'AT', 32, 'university', 'No', 'other', 'No']","['male', 'AT', 33, 'not stated', 'No', 'other', 'No']","['male', 'AT', 34, 'not stated', 'No', 'other', 'No']"
585,"['female', 'AT', 29, 'Apprenticeship', 'No', 'other', 'No']","['female', 'AT', 30, 'high school', 'No', 'other', 'No']","['female', 'AT', 31, 'high school', 'No', 'other', 'No']","['female', 'AT', 32, 'university', 'No', 'other', 'No']","['female', 'AT', 33, 'university', 'No', 'other', 'No']","['female', 'AT', 34, 'not stated', 'No', 'other', 'No']","['female', 'AT', 35, 'university', 'No', 'other', 'No']","['female', 'AT', 36, 'university', 'No', 'other', 'No']","['female', 'AT', 37, 'university', 'No', 'other', 'No']","['female', 'AT', 38, 'university', 'No', 'other', 'No']","['female', 'AT', 39, 'university', 'No', 'other', 'No']"
474,"['female', 'AT', 30, 'Apprenticeship', 'No', 'agriculture', 'Yes']","['female', 'AT', 31, 'university', 'No', 'agriculture', 'Yes']","['female', 'AT', 32, 'university', 'No', 'agriculture', 'Yes']","['female', 'AT', 33, 'university', 'No', 'agriculture', 'Yes']","['female', 'AT', 34, 'university', 'No', 'agriculture', 'Yes']","['female', 'AT', 35, 'university', 'No', 'agriculture', 'Yes']","['female', 'AT', 36, 'university', 'No', 'agriculture', 'Yes']","['female', 'AT', 37, 'university', 'No', 'agriculture', 'Yes']","['female', 'AT', 38, 'university', 'No', 'agriculture', 'Yes']","['female', 'AT', 39, 'university', 'No', 'agriculture', 'Yes']","['female', 'AT', 40, 'university', 'No', 'agriculture', 'Yes']"
2815,"['male', 'AT', 57, 'high school', 'No', 'other', 'No']","['male', 'AT', 58, 'university', 'Yes', 'other', 'No']","['male', 'AT', 59, 'not stated', 'Yes', 'other', 'No']","['male', 'AT', 60, 'university', 'Yes', 'other', 'No']","['male', 'AT', 61, 'university', 'Yes', 'other', 'No']","['male', 'AT', 62, 'university', 'Yes', 'other', 'No']","['male', 'AT', 63, 'university', 'Yes', 'other', 'No']","['male', 'AT', 64, 'university', 'Yes', 'other', 'No']","['male', 'AT', 65, 'not stated', 'Yes', 'other', 'No']","['male', 'AT', 66, 'university', 'Yes', 'other', 'No']","['male', 'AT', 67, 'not stated', 'Yes', 'other', 'No']"
