,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
2546,"['male', 'AT', 64, 'not stated', 'No', 'service', 'No']","['male', 'AT', 65, 'Apprenticeship', 'Yes', 'service', 'No']","['male', 'AT', 66, 'Apprenticeship', 'Yes', 'service', 'No']","['male', 'AT', 67, 'Apprenticeship', 'Yes', 'service', 'No']","['male', 'AT', 68, 'Apprenticeship', 'Yes', 'service', 'No']","['male', 'AT', 69, 'university', 'Yes', 'service', 'No']","['male', 'AT', 70, 'not stated', 'Yes', 'service', 'No']","['male', 'AT', 71, 'not stated', 'Yes', 'service', 'No']","['male', 'AT', 72, 'university', 'Yes', 'service', 'No']","['male', 'AT', 73, 'university', 'Yes', 'service', 'No']","['male', 'AT', 74, 'university', 'Yes', 'service', 'No']"
44,"['female', 'Non-EU', 25, 'not stated', 'No', 'other', 'Yes']","['female', 'Non-EU', 26, 'Apprenticeship', 'No', 'other', 'Yes']","['female', 'Non-EU', 27, 'not stated', 'No', 'other', 'Yes']","['female', 'Non-EU', 28, 'Apprenticeship', 'No', 'other', 'Yes']","['female', 'Non-EU', 29, 'not stated', 'No', 'other', 'Yes']","['female', 'Non-EU', 30, 'university', 'No', 'other', 'Yes']","['female', 'Non-EU', 31, 'university', 'No', 'other', 'Yes']","['female', 'Non-EU', 32, 'not stated', 'No', 'other', 'Yes']","['female', 'Non-EU', 33, 'university', 'No', 'other', 'Yes']","['female', 'Non-EU', 34, 'university', 'No', 'other', 'Yes']","['female', 'Non-EU', 35, 'university', 'No', 'other', 'Yes']"
289,"['male', 'AT', 24, 'Apprenticeship', 'No', 'other', 'No']","['male', 'AT', 25, 'not stated', 'No', 'other', 'No']","['male', 'AT', 26, 'not stated', 'No', 'other', 'No']","['male', 'AT', 27, 'not stated', 'No', 'other', 'No']","['male', 'AT', 28, 'Apprenticeship', 'No', 'other', 'No']","['male', 'AT', 29, 'university', 'No', 'other', 'No']","['male', 'AT', 30, 'university', 'No', 'other', 'No']","['male', 'AT', 31, 'university', 'No', 'other', 'No']","['male', 'AT', 32, 'university', 'No', 'other', 'No']","['male', 'AT', 33, 'university', 'No', 'other', 'No']","['male', 'AT', 34, 'university', 'No', 'other', 'No']"
912,"['female', 'AT', 19, 'Apprenticeship', 'No', 'other', 'No']","['female', 'AT', 20, 'Apprenticeship', 'No', 'other', 'No']","['female', 'AT', 21, 'not stated', 'No', 'other', 'No']","['female', 'AT', 22, 'not stated', 'No', 'other', 'No']","['female', 'AT', 23, 'Apprenticeship', 'No', 'other', 'No']","['female', 'AT', 24, 'Apprenticeship', 'No', 'other', 'No']","['female', 'AT', 25, 'Apprenticeship', 'No', 'other', 'No']","['female', 'AT', 26, 'Apprenticeship', 'No', 'other', 'No']","['female', 'AT', 27, 'Apprenticeship', 'No', 'other', 'No']","['female', 'AT', 28, 'Apprenticeship', 'No', 'other', 'No']","['female', 'AT', 29, 'Apprenticeship', 'No', 'other', 'No']"
2895,"['female', 'AT', 26, 'Compulsory', 'No', 'other', 'No']","['female', 'AT', 27, 'Apprenticeship', 'No', 'other', 'No']","['female', 'AT', 28, 'Apprenticeship', 'No', 'other', 'No']","['female', 'AT', 29, 'university', 'No', 'other', 'No']","['female', 'AT', 30, 'university', 'No', 'other', 'No']","['female', 'AT', 31, 'not stated', 'No', 'other', 'No']","['female', 'AT', 32, 'not stated', 'No', 'other', 'No']","['female', 'AT', 33, 'university', 'No', 'other', 'No']","['female', 'AT', 34, 'university', 'No', 'other', 'No']","['female', 'AT', 35, 'university', 'No', 'other', 'No']","['female', 'AT', 36, 'not stated', 'No', 'other', 'No']"
2603,"['male', 'EU', 15, 'Apprenticeship', 'No', 'other', 'No']","['male', 'EU', 16, 'university', 'No', 'other', 'No']","['male', 'EU', 17, 'not stated', 'No', 'other', 'No']","['male', 'EU', 18, 'university', 'No', 'other', 'No']","['male', 'EU', 19, 'not stated', 'No', 'other', 'No']","['male', 'EU', 20, 'university', 'No', 'other', 'No']","['male', 'EU', 21, 'university', 'No', 'other', 'No']","['male', 'EU', 22, 'university', 'No', 'other', 'No']","['male', 'EU', 23, 'university', 'No', 'other', 'No']","['male', 'EU', 24, 'university', 'No', 'other', 'No']","['male', 'EU', 25, 'university', 'No', 'other', 'No']"
296,"['female', 'AT', 25, 'university', 'No', 'other', 'Yes']","['female', 'AT', 26, 'university', 'No', 'other', 'Yes']","['female', 'AT', 27, 'not stated', 'No', 'other', 'Yes']","['female', 'AT', 28, 'not stated', 'No', 'other', 'Yes']","['female', 'AT', 29, 'university', 'No', 'other', 'Yes']","['female', 'AT', 30, 'not stated', 'No', 'other', 'Yes']","['female', 'AT', 31, 'university', 'No', 'other', 'Yes']","['female', 'AT', 32, 'university', 'No', 'other', 'Yes']","['female', 'AT', 33, 'university', 'No', 'other', 'Yes']","['female', 'AT', 34, 'university', 'No', 'other', 'Yes']","['female', 'AT', 35, 'university', 'No', 'other', 'Yes']"
1005,"['female', 'AT', 62, 'Apprenticeship', 'No', 'production', 'Yes']","['female', 'AT', 63, 'Apprenticeship', 'Yes', 'production', 'Yes']","['female', 'AT', 64, 'Apprenticeship', 'Yes', 'production', 'Yes']","['female', 'AT', 65, 'Apprenticeship', 'Yes', 'production', 'Yes']","['female', 'AT', 66, 'Apprenticeship', 'Yes', 'production', 'Yes']","['female', 'AT', 67, 'high school', 'Yes', 'production', 'Yes']","['female', 'AT', 68, 'not stated', 'Yes', 'production', 'Yes']","['female', 'AT', 69, 'high school', 'Yes', 'production', 'Yes']","['female', 'AT', 70, 'high school', 'Yes', 'production', 'Yes']","['female', 'AT', 71, 'high school', 'Yes', 'production', 'Yes']","['female', 'AT', 72, 'high school', 'Yes', 'production', 'Yes']"
746,"['male', 'AT', 48, 'Apprenticeship', 'No', 'other', 'No']","['male', 'AT', 49, 'Apprenticeship', 'No', 'other', 'No']","['male', 'AT', 50, 'not stated', 'No', 'other', 'No']","['male', 'AT', 51, 'Apprenticeship', 'No', 'other', 'No']","['male', 'AT', 52, 'high school', 'No', 'other', 'No']","['male', 'AT', 53, 'high school', 'No', 'other', 'No']","['male', 'AT', 54, 'university', 'No', 'other', 'No']","['male', 'AT', 55, 'university', 'Yes', 'other', 'No']","['male', 'AT', 56, 'university', 'Yes', 'other', 'No']","['male', 'AT', 57, 'university', 'Yes', 'other', 'No']","['male', 'AT', 58, 'university', 'Yes', 'other', 'No']"
2851,"['male', 'AT', 39, 'not stated', 'No', 'other', 'No']","['male', 'AT', 40, 'not stated', 'No', 'other', 'No']","['male', 'AT', 41, 'university', 'No', 'other', 'No']","['male', 'AT', 42, 'university', 'No', 'other', 'No']","['male', 'AT', 43, 'university', 'No', 'other', 'No']","['male', 'AT', 44, 'university', 'No', 'other', 'No']","['male', 'AT', 45, 'university', 'No', 'other', 'No']","['male', 'AT', 46, 'university', 'No', 'other', 'No']","['male', 'AT', 47, 'not stated', 'No', 'other', 'No']","['male', 'AT', 48, 'university', 'No', 'other', 'No']","['male', 'AT', 49, 'university', 'No', 'other', 'No']"
291,"['male', 'AT', 71, 'Compulsory', 'No', 'other', 'No']","['male', 'AT', 72, 'Compulsory', 'Yes', 'other', 'No']","['male', 'AT', 73, 'Compulsory', 'Yes', 'other', 'No']","['male', 'AT', 74, 'Apprenticeship', 'Yes', 'other', 'No']","['male', 'AT', 75, 'university', 'Yes', 'other', 'No']","['male', 'AT', 76, 'not stated', 'Yes', 'other', 'No']","['male', 'AT', 77, 'university', 'Yes', 'other', 'No']","['male', 'AT', 78, 'university', 'Yes', 'other', 'No']","['male', 'AT', 79, 'not stated', 'Yes', 'other', 'No']","['male', 'AT', 80, 'university', 'Yes', 'other', 'No']","['male', 'AT', 81, 'university', 'Yes', 'other', 'No']"
781,"['male', 'AT', 98, 'not stated', 'No', 'other', 'No']","['male', 'AT', 99, 'Compulsory', 'No', 'other', 'No']","['male', 'AT', 100, 'university', 'Yes', 'other', 'No']","['male', 'AT', 101, 'university', 'Yes', 'other', 'No']","['male', 'AT', 102, 'university', 'Yes', 'other', 'No']","['male', 'AT', 103, 'university', 'Yes', 'other', 'No']","['male', 'AT', 104, 'not stated', 'Yes', 'other', 'No']","['male', 'AT', 105, 'university', 'Yes', 'other', 'No']","['male', 'AT', 106, 'not stated', 'Yes', 'other', 'No']","['male', 'AT', 107, 'university', 'Yes', 'other', 'No']","['male', 'AT', 108, 'university', 'Yes', 'other', 'No']"
2144,"['male', 'AT', 57, 'Apprenticeship', 'No', 'other', 'No']","['male', 'AT', 58, 'not stated', 'No', 'other', 'No']","['male', 'AT', 59, 'Apprenticeship', 'Yes', 'other', 'No']","['male', 'AT', 60, 'Apprenticeship', 'Yes', 'other', 'No']","['male', 'AT', 61, 'Apprenticeship', 'Yes', 'other', 'No']","['male', 'AT', 62, 'not stated', 'Yes', 'other', 'No']","['male', 'AT', 63, 'Apprenticeship', 'Yes', 'other', 'No']","['male', 'AT', 64, 'not stated', 'Yes', 'other', 'No']","['male', 'AT', 65, 'university', 'Yes', 'other', 'No']","['male', 'AT', 66, 'university', 'Yes', 'other', 'No']","['male', 'AT', 67, 'university', 'Yes', 'other', 'No']"
322,"['male', 'AT', 91, 'university', 'Yes', 'other', 'No']","['male', 'AT', 92, 'university', 'Yes', 'other', 'No']","['male', 'AT', 93, 'university', 'Yes', 'other', 'No']","['male', 'AT', 94, 'not stated', 'Yes', 'other', 'No']","['male', 'AT', 95, 'university', 'Yes', 'other', 'No']","['male', 'AT', 96, 'university', 'Yes', 'other', 'No']","['male', 'AT', 97, 'not stated', 'Yes', 'other', 'No']","['male', 'AT', 98, 'university', 'Yes', 'other', 'No']","['male', 'AT', 99, 'university', 'Yes', 'other', 'No']","['male', 'AT', 100, 'not stated', 'Yes', 'other', 'No']","['male', 'AT', 101, 'university', 'Yes', 'other', 'No']"
298,"['female', 'AT', 67, 'not stated', 'Yes', 'other', 'No']","['female', 'AT', 68, 'Apprenticeship', 'Yes', 'other', 'No']","['female', 'AT', 69, 'not stated', 'Yes', 'other', 'No']","['female', 'AT', 70, 'university', 'Yes', 'other', 'No']","['female', 'AT', 71, 'university', 'Yes', 'other', 'No']","['female', 'AT', 72, 'university', 'Yes', 'other', 'No']","['female', 'AT', 73, 'university', 'Yes', 'other', 'No']","['female', 'AT', 74, 'university', 'Yes', 'other', 'No']","['female', 'AT', 75, 'not stated', 'Yes', 'other', 'No']","['female', 'AT', 76, 'university', 'Yes', 'other', 'No']","['female', 'AT', 77, 'university', 'Yes', 'other', 'No']"
1298,"['female', 'AT', 60, 'Apprenticeship', 'Yes', 'other', 'No']","['female', 'AT', 61, 'Apprenticeship', 'Yes', 'other', 'No']","['female', 'AT', 62, 'Apprenticeship', 'Yes', 'other', 'No']","['female', 'AT', 63, 'high school', 'Yes', 'other', 'No']","['female', 'AT', 64, 'not stated', 'Yes', 'other', 'No']","['female', 'AT', 65, 'university', 'Yes', 'other', 'No']","['female', 'AT', 66, 'university', 'Yes', 'other', 'No']","['female', 'AT', 67, 'university', 'Yes', 'other', 'No']","['female', 'AT', 68, 'university', 'Yes', 'other', 'No']","['female', 'AT', 69, 'university', 'Yes', 'other', 'No']","['female', 'AT', 70, 'university', 'Yes', 'other', 'No']"
194,"['male', 'AT', 29, 'Apprenticeship', 'No', 'other', 'No']","['male', 'AT', 30, 'high school', 'No', 'other', 'No']","['male', 'AT', 31, 'high school', 'No', 'other', 'No']","['male', 'AT', 32, 'high school', 'No', 'other', 'No']","['male', 'AT', 33, 'high school', 'No', 'other', 'No']","['male', 'AT', 34, 'university', 'No', 'other', 'No']","['male', 'AT', 35, 'university', 'No', 'other', 'No']","['male', 'AT', 36, 'university', 'No', 'other', 'No']","['male', 'AT', 37, 'not stated', 'No', 'other', 'No']","['male', 'AT', 38, 'not stated', 'No', 'other', 'No']","['male', 'AT', 39, 'university', 'No', 'other', 'No']"
1547,"['female', 'AT', 56, 'Apprenticeship', 'Yes', 'other', 'No']","['female', 'AT', 57, 'not stated', 'Yes', 'other', 'No']","['female', 'AT', 58, 'Apprenticeship', 'Yes', 'other', 'No']","['female', 'AT', 59, 'not stated', 'Yes', 'other', 'No']","['female', 'AT', 60, 'Apprenticeship', 'Yes', 'other', 'No']","['female', 'AT', 61, 'not stated', 'Yes', 'other', 'No']","['female', 'AT', 62, 'high school', 'Yes', 'other', 'No']","['female', 'AT', 63, 'high school', 'Yes', 'other', 'No']","['female', 'AT', 64, 'high school', 'Yes', 'other', 'No']","['female', 'AT', 65, 'university', 'Yes', 'other', 'No']","['female', 'AT', 66, 'university', 'Yes', 'other', 'No']"
14,"['male', 'AT', 15, 'Compulsory', 'No', 'other', 'No']","['male', 'AT', 16, 'Apprenticeship', 'No', 'other', 'No']","['male', 'AT', 17, 'Apprenticeship', 'No', 'other', 'No']","['male', 'AT', 18, 'university', 'No', 'other', 'No']","['male', 'AT', 19, 'university', 'No', 'other', 'No']","['male', 'AT', 20, 'university', 'No', 'other', 'No']","['male', 'AT', 21, 'university', 'No', 'other', 'No']","['male', 'AT', 22, 'university', 'No', 'other', 'No']","['male', 'AT', 23, 'not stated', 'No', 'other', 'No']","['male', 'AT', 24, 'not stated', 'No', 'other', 'No']","['male', 'AT', 25, 'not stated', 'No', 'other', 'No']"
2567,"['female', 'AT', 55, 'Apprenticeship', 'No', 'other', 'Yes']","['female', 'AT', 56, 'high school', 'No', 'other', 'Yes']","['female', 'AT', 57, 'high school', 'No', 'other', 'Yes']","['female', 'AT', 58, 'not stated', 'No', 'other', 'Yes']","['female', 'AT', 59, 'university', 'No', 'other', 'Yes']","['female', 'AT', 60, 'university', 'No', 'other', 'Yes']","['female', 'AT', 61, 'university', 'Yes', 'other', 'Yes']","['female', 'AT', 62, 'university', 'Yes', 'other', 'Yes']","['female', 'AT', 63, 'not stated', 'Yes', 'other', 'Yes']","['female', 'AT', 64, 'university', 'Yes', 'other', 'Yes']","['female', 'AT', 65, 'university', 'Yes', 'other', 'Yes']"
1600,"['male', 'AT', 36, 'not stated', 'No', 'other', 'No']","['male', 'AT', 37, 'high school', 'No', 'other', 'No']","['male', 'AT', 38, 'not stated', 'No', 'other', 'No']","['male', 'AT', 39, 'university', 'No', 'other', 'No']","['male', 'AT', 40, 'university', 'No', 'other', 'No']","['male', 'AT', 41, 'not stated', 'No', 'other', 'No']","['male', 'AT', 42, 'university', 'No', 'other', 'No']","['male', 'AT', 43, 'university', 'No', 'other', 'No']","['male', 'AT', 44, 'university', 'No', 'other', 'No']","['male', 'AT', 45, 'university', 'No', 'other', 'No']","['male', 'AT', 46, 'university', 'No', 'other', 'No']"
1090,"['male', 'AT', 34, 'Apprenticeship', 'No', 'other', 'No']","['male', 'AT', 35, 'Apprenticeship', 'No', 'other', 'No']","['male', 'AT', 36, 'Apprenticeship', 'No', 'other', 'No']","['male', 'AT', 37, 'not stated', 'No', 'other', 'No']","['male', 'AT', 38, 'not stated', 'No', 'other', 'No']","['male', 'AT', 39, 'not stated', 'No', 'other', 'No']","['male', 'AT', 40, 'Apprenticeship', 'No', 'other', 'No']","['male', 'AT', 41, 'Apprenticeship', 'No', 'other', 'No']","['male', 'AT', 42, 'Apprenticeship', 'No', 'other', 'No']","['male', 'AT', 43, 'Apprenticeship', 'No', 'other', 'No']","['male', 'AT', 44, 'Apprenticeship', 'No', 'other', 'No']"
2111,"['male', 'AT', 51, 'Compulsory', 'No', 'other', 'No']","['male', 'AT', 52, 'Compulsory', 'No', 'other', 'No']","['male', 'AT', 53, 'university', 'No', 'other', 'No']","['male', 'AT', 54, 'university', 'No', 'other', 'No']","['male', 'AT', 55, 'university', 'No', 'other', 'No']","['male', 'AT', 56, 'university', 'Yes', 'other', 'No']","['male', 'AT', 57, 'university', 'Yes', 'other', 'No']","['male', 'AT', 58, 'university', 'Yes', 'other', 'No']","['male', 'AT', 59, 'university', 'Yes', 'other', 'No']","['male', 'AT', 60, 'university', 'Yes', 'other', 'No']","['male', 'AT', 61, 'not stated', 'Yes', 'other', 'No']"
152,"['female', 'AT', 74, 'not stated', 'No', 'other', 'Yes']","['female', 'AT', 75, 'university', 'Yes', 'other', 'Yes']","['female', 'AT', 76, 'not stated', 'Yes', 'other', 'Yes']","['female', 'AT', 77, 'not stated', 'Yes', 'other', 'Yes']","['female', 'AT', 78, 'university', 'Yes', 'other', 'Yes']","['female', 'AT', 79, 'university', 'Yes', 'other', 'Yes']","['female', 'AT', 80, 'university', 'Yes', 'other', 'Yes']","['female', 'AT', 81, 'university', 'Yes', 'other', 'Yes']","['female', 'AT', 82, 'university', 'Yes', 'other', 'Yes']","['female', 'AT', 83, 'university', 'Yes', 'other', 'Yes']","['female', 'AT', 84, 'university', 'Yes', 'other', 'Yes']"
2678,"['male', 'AT', 25, 'not stated', 'No', 'other', 'No']","['male', 'AT', 26, 'Compulsory', 'No', 'other', 'No']","['male', 'AT', 27, 'high school', 'No', 'other', 'No']","['male', 'AT', 28, 'high school', 'No', 'other', 'No']","['male', 'AT', 29, 'not stated', 'No', 'other', 'No']","['male', 'AT', 30, 'high school', 'No', 'other', 'No']","['male', 'AT', 31, 'high school', 'No', 'other', 'No']","['male', 'AT', 32, 'not stated', 'No', 'other', 'No']","['male', 'AT', 33, 'high school', 'No', 'other', 'No']","['male', 'AT', 34, 'high school', 'No', 'other', 'No']","['male', 'AT', 35, 'high school', 'No', 'other', 'No']"
1001,"['female', 'Non-EU', 39, 'Compulsory', 'No', 'other', 'Yes']","['female', 'Non-EU', 40, 'Compulsory', 'No', 'other', 'Yes']","['female', 'Non-EU', 41, 'not stated', 'No', 'other', 'Yes']","['female', 'Non-EU', 42, 'not stated', 'No', 'other', 'Yes']","['female', 'Non-EU', 43, 'not stated', 'No', 'other', 'Yes']","['female', 'Non-EU', 44, 'not stated', 'No', 'other', 'Yes']","['female', 'Non-EU', 45, 'high school', 'No', 'other', 'Yes']","['female', 'Non-EU', 46, 'not stated', 'No', 'other', 'Yes']","['female', 'Non-EU', 47, 'high school', 'No', 'other', 'Yes']","['female', 'Non-EU', 48, 'high school', 'No', 'other', 'Yes']","['female', 'Non-EU', 49, 'high school', 'No', 'other', 'Yes']"
842,"['female', 'AT', 69, 'university', 'No', 'other', 'Yes']","['female', 'AT', 70, 'not stated', 'No', 'other', 'Yes']","['female', 'AT', 71, 'not stated', 'No', 'other', 'Yes']","['female', 'AT', 72, 'university', 'Yes', 'other', 'Yes']","['female', 'AT', 73, 'university', 'Yes', 'other', 'Yes']","['female', 'AT', 74, 'university', 'Yes', 'other', 'Yes']","['female', 'AT', 75, 'university', 'Yes', 'other', 'Yes']","['female', 'AT', 76, 'university', 'Yes', 'other', 'Yes']","['female', 'AT', 77, 'university', 'Yes', 'other', 'Yes']","['female', 'AT', 78, 'university', 'Yes', 'other', 'Yes']","['female', 'AT', 79, 'not stated', 'Yes', 'other', 'Yes']"
266,"['female', 'EU', 50, 'Compulsory', 'No', 'other', 'No']","['female', 'EU', 51, 'not stated', 'No', 'other', 'No']","['female', 'EU', 52, 'not stated', 'No', 'other', 'No']","['female', 'EU', 53, 'Apprenticeship', 'No', 'other', 'No']","['female', 'EU', 54, 'Apprenticeship', 'No', 'other', 'No']","['female', 'EU', 55, 'not stated', 'Yes', 'other', 'No']","['female', 'EU', 56, 'not stated', 'Yes', 'other', 'No']","['female', 'EU', 57, 'Apprenticeship', 'Yes', 'other', 'No']","['female', 'EU', 58, 'high school', 'Yes', 'other', 'No']","['female', 'EU', 59, 'high school', 'Yes', 'other', 'No']","['female', 'EU', 60, 'high school', 'Yes', 'other', 'No']"
51,"['female', 'AT', 26, 'not stated', 'No', 'other', 'No']","['female', 'AT', 27, 'Apprenticeship', 'No', 'other', 'No']","['female', 'AT', 28, 'university', 'No', 'other', 'No']","['female', 'AT', 29, 'university', 'No', 'other', 'No']","['female', 'AT', 30, 'not stated', 'No', 'other', 'No']","['female', 'AT', 31, 'university', 'No', 'other', 'No']","['female', 'AT', 32, 'not stated', 'No', 'other', 'No']","['female', 'AT', 33, 'university', 'No', 'other', 'No']","['female', 'AT', 34, 'not stated', 'No', 'other', 'No']","['female', 'AT', 35, 'university', 'No', 'other', 'No']","['female', 'AT', 36, 'university', 'No', 'other', 'No']"
