,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
2037,"['male', 'AT', 20, 'Compulsory', 'No', 'other', 'No']","['male', 'AT', 21, 'Apprenticeship', 'No', 'other', 'No']","['male', 'AT', 22, 'not stated', 'No', 'other', 'No']","['male', 'AT', 23, 'not stated', 'No', 'other', 'No']","['male', 'AT', 24, 'Apprenticeship', 'No', 'other', 'No']","['male', 'AT', 25, 'Apprenticeship', 'No', 'other', 'No']","['male', 'AT', 26, 'not stated', 'No', 'other', 'No']","['male', 'AT', 27, 'not stated', 'No', 'other', 'No']","['male', 'AT', 28, 'Apprenticeship', 'No', 'other', 'No']","['male', 'AT', 29, 'Apprenticeship', 'No', 'other', 'No']","['male', 'AT', 30, 'Apprenticeship', 'No', 'other', 'No']"
1678,"['male', 'EU', 41, 'not stated', 'No', 'other', 'No']","['male', 'EU', 42, 'university', 'No', 'other', 'No']","['male', 'EU', 43, 'university', 'No', 'other', 'No']","['male', 'EU', 44, 'university', 'No', 'other', 'No']","['male', 'EU', 45, 'university', 'No', 'other', 'No']","['male', 'EU', 46, 'university', 'No', 'other', 'No']","['male', 'EU', 47, 'university', 'No', 'other', 'No']","['male', 'EU', 48, 'university', 'No', 'other', 'No']","['male', 'EU', 49, 'university', 'No', 'other', 'No']","['male', 'EU', 50, 'university', 'No', 'other', 'No']","['male', 'EU', 51, 'university', 'No', 'other', 'No']"
247,"['female', 'EU', 65, 'Apprenticeship', 'No', 'other', 'Yes']","['female', 'EU', 66, 'Apprenticeship', 'Yes', 'other', 'Yes']","['female', 'EU', 67, 'high school', 'Yes', 'other', 'Yes']","['female', 'EU', 68, 'high school', 'Yes', 'other', 'Yes']","['female', 'EU', 69, 'high school', 'Yes', 'other', 'Yes']","['female', 'EU', 70, 'high school', 'Yes', 'other', 'Yes']","['female', 'EU', 71, 'high school', 'Yes', 'other', 'Yes']","['female', 'EU', 72, 'high school', 'Yes', 'other', 'Yes']","['female', 'EU', 73, 'high school', 'Yes', 'other', 'Yes']","['female', 'EU', 74, 'high school', 'Yes', 'other', 'Yes']","['female', 'EU', 75, 'university', 'Yes', 'other', 'Yes']"
1920,"['male', 'AT', 59, 'Compulsory', 'No', 'service', 'No']","['male', 'AT', 60, 'not stated', 'Yes', 'service', 'No']","['male', 'AT', 61, 'Apprenticeship', 'Yes', 'service', 'No']","['male', 'AT', 62, 'Apprenticeship', 'Yes', 'service', 'No']","['male', 'AT', 63, 'Apprenticeship', 'Yes', 'service', 'No']","['male', 'AT', 64, 'not stated', 'Yes', 'service', 'No']","['male', 'AT', 65, 'Apprenticeship', 'Yes', 'service', 'No']","['male', 'AT', 66, 'Apprenticeship', 'Yes', 'service', 'No']","['male', 'AT', 67, 'not stated', 'Yes', 'service', 'No']","['male', 'AT', 68, 'Apprenticeship', 'Yes', 'service', 'No']","['male', 'AT', 69, 'Apprenticeship', 'Yes', 'service', 'No']"
2501,"['female', 'AT', 69, 'Compulsory', 'Yes', 'production', 'No']","['female', 'AT', 70, 'Compulsory', 'Yes', 'production', 'No']","['female', 'AT', 71, 'Compulsory', 'Yes', 'production', 'No']","['female', 'AT', 72, 'university', 'Yes', 'production', 'No']","['female', 'AT', 73, 'university', 'Yes', 'production', 'No']","['female', 'AT', 74, 'university', 'Yes', 'production', 'No']","['female', 'AT', 75, 'university', 'Yes', 'production', 'No']","['female', 'AT', 76, 'university', 'Yes', 'production', 'No']","['female', 'AT', 77, 'not stated', 'Yes', 'production', 'No']","['female', 'AT', 78, 'university', 'Yes', 'production', 'No']","['female', 'AT', 79, 'not stated', 'Yes', 'production', 'No']"
1947,"['male', 'AT', 35, 'not stated', 'No', 'service', 'No']","['male', 'AT', 36, 'not stated', 'No', 'service', 'No']","['male', 'AT', 37, 'Apprenticeship', 'No', 'service', 'No']","['male', 'AT', 38, 'not stated', 'No', 'service', 'No']","['male', 'AT', 39, 'Apprenticeship', 'No', 'service', 'No']","['male', 'AT', 40, 'Apprenticeship', 'No', 'service', 'No']","['male', 'AT', 41, 'Apprenticeship', 'No', 'service', 'No']","['male', 'AT', 42, 'Apprenticeship', 'No', 'service', 'No']","['male', 'AT', 43, 'Apprenticeship', 'No', 'service', 'No']","['male', 'AT', 44, 'Apprenticeship', 'No', 'service', 'No']","['male', 'AT', 45, 'university', 'No', 'service', 'No']"
1735,"['male', 'AT', 25, 'Compulsory', 'No', 'other', 'No']","['male', 'AT', 26, 'Apprenticeship', 'No', 'other', 'No']","['male', 'AT', 27, 'not stated', 'No', 'other', 'No']","['male', 'AT', 28, 'not stated', 'No', 'other', 'No']","['male', 'AT', 29, 'Apprenticeship', 'No', 'other', 'No']","['male', 'AT', 30, 'Apprenticeship', 'No', 'other', 'No']","['male', 'AT', 31, 'Apprenticeship', 'No', 'other', 'No']","['male', 'AT', 32, 'Apprenticeship', 'No', 'other', 'No']","['male', 'AT', 33, 'Apprenticeship', 'No', 'other', 'No']","['male', 'AT', 34, 'high school', 'No', 'other', 'No']","['male', 'AT', 35, 'high school', 'No', 'other', 'No']"
2202,"['female', 'EU', 51, 'Compulsory', 'No', 'other', 'Yes']","['female', 'EU', 52, 'Compulsory', 'No', 'other', 'Yes']","['female', 'EU', 53, 'university', 'No', 'other', 'Yes']","['female', 'EU', 54, 'not stated', 'No', 'other', 'Yes']","['female', 'EU', 55, 'not stated', 'Yes', 'other', 'Yes']","['female', 'EU', 56, 'university', 'Yes', 'other', 'Yes']","['female', 'EU', 57, 'university', 'Yes', 'other', 'Yes']","['female', 'EU', 58, 'university', 'Yes', 'other', 'Yes']","['female', 'EU', 59, 'university', 'Yes', 'other', 'Yes']","['female', 'EU', 60, 'not stated', 'Yes', 'other', 'Yes']","['female', 'EU', 61, 'university', 'Yes', 'other', 'Yes']"
1309,"['female', 'Non-EU', 74, 'Apprenticeship', 'No', 'other', 'Yes']","['female', 'Non-EU', 75, 'Apprenticeship', 'Yes', 'other', 'Yes']","['female', 'Non-EU', 76, 'not stated', 'Yes', 'other', 'Yes']","['female', 'Non-EU', 77, 'Apprenticeship', 'Yes', 'other', 'Yes']","['female', 'Non-EU', 78, 'high school', 'Yes', 'other', 'Yes']","['female', 'Non-EU', 79, 'high school', 'Yes', 'other', 'Yes']","['female', 'Non-EU', 80, 'high school', 'Yes', 'other', 'Yes']","['female', 'Non-EU', 81, 'high school', 'Yes', 'other', 'Yes']","['female', 'Non-EU', 82, 'not stated', 'Yes', 'other', 'Yes']","['female', 'Non-EU', 83, 'high school', 'Yes', 'other', 'Yes']","['female', 'Non-EU', 84, 'high school', 'Yes', 'other', 'Yes']"
2008,"['male', 'AT', 15, 'not stated', 'No', 'other', 'No']","['male', 'AT', 16, 'high school', 'No', 'other', 'No']","['male', 'AT', 17, 'high school', 'No', 'other', 'No']","['male', 'AT', 18, 'high school', 'No', 'other', 'No']","['male', 'AT', 19, 'high school', 'No', 'other', 'No']","['male', 'AT', 20, 'university', 'No', 'other', 'No']","['male', 'AT', 21, 'university', 'No', 'other', 'No']","['male', 'AT', 22, 'university', 'No', 'other', 'No']","['male', 'AT', 23, 'university', 'No', 'other', 'No']","['male', 'AT', 24, 'university', 'No', 'other', 'No']","['male', 'AT', 25, 'university', 'No', 'other', 'No']"
2645,"['female', 'AT', 52, 'university', 'No', 'other', 'No']","['female', 'AT', 53, 'not stated', 'No', 'other', 'No']","['female', 'AT', 54, 'university', 'No', 'other', 'No']","['female', 'AT', 55, 'university', 'No', 'other', 'No']","['female', 'AT', 56, 'not stated', 'No', 'other', 'No']","['female', 'AT', 57, 'university', 'No', 'other', 'No']","['female', 'AT', 58, 'university', 'Yes', 'other', 'No']","['female', 'AT', 59, 'not stated', 'Yes', 'other', 'No']","['female', 'AT', 60, 'not stated', 'Yes', 'other', 'No']","['female', 'AT', 61, 'university', 'Yes', 'other', 'No']","['female', 'AT', 62, 'university', 'Yes', 'other', 'No']"
2476,"['male', 'AT', 25, 'high school', 'No', 'other', 'No']","['male', 'AT', 26, 'high school', 'No', 'other', 'No']","['male', 'AT', 27, 'high school', 'No', 'other', 'No']","['male', 'AT', 28, 'university', 'No', 'other', 'No']","['male', 'AT', 29, 'university', 'No', 'other', 'No']","['male', 'AT', 30, 'university', 'No', 'other', 'No']","['male', 'AT', 31, 'university', 'No', 'other', 'No']","['male', 'AT', 32, 'university', 'No', 'other', 'No']","['male', 'AT', 33, 'not stated', 'No', 'other', 'No']","['male', 'AT', 34, 'not stated', 'No', 'other', 'No']","['male', 'AT', 35, 'university', 'No', 'other', 'No']"
2120,"['female', 'AT', 55, 'university', 'Yes', 'other', 'No']","['female', 'AT', 56, 'not stated', 'Yes', 'other', 'No']","['female', 'AT', 57, 'not stated', 'Yes', 'other', 'No']","['female', 'AT', 58, 'university', 'Yes', 'other', 'No']","['female', 'AT', 59, 'university', 'Yes', 'other', 'No']","['female', 'AT', 60, 'university', 'Yes', 'other', 'No']","['female', 'AT', 61, 'university', 'Yes', 'other', 'No']","['female', 'AT', 62, 'university', 'Yes', 'other', 'No']","['female', 'AT', 63, 'university', 'Yes', 'other', 'No']","['female', 'AT', 64, 'university', 'Yes', 'other', 'No']","['female', 'AT', 65, 'university', 'Yes', 'other', 'No']"
326,"['male', 'AT', 70, 'university', 'No', 'service', 'No']","['male', 'AT', 71, 'university', 'Yes', 'service', 'No']","['male', 'AT', 72, 'university', 'Yes', 'service', 'No']","['male', 'AT', 73, 'not stated', 'Yes', 'service', 'No']","['male', 'AT', 74, 'university', 'Yes', 'service', 'No']","['male', 'AT', 75, 'university', 'Yes', 'service', 'No']","['male', 'AT', 76, 'university', 'Yes', 'service', 'No']","['male', 'AT', 77, 'university', 'Yes', 'service', 'No']","['male', 'AT', 78, 'university', 'Yes', 'service', 'No']","['male', 'AT', 79, 'university', 'Yes', 'service', 'No']","['male', 'AT', 80, 'university', 'Yes', 'service', 'No']"
1651,"['male', 'AT', 72, 'high school', 'Yes', 'other', 'No']","['male', 'AT', 73, 'high school', 'Yes', 'other', 'No']","['male', 'AT', 74, 'high school', 'Yes', 'other', 'No']","['male', 'AT', 75, 'high school', 'Yes', 'other', 'No']","['male', 'AT', 76, 'university', 'Yes', 'other', 'No']","['male', 'AT', 77, 'university', 'Yes', 'other', 'No']","['male', 'AT', 78, 'university', 'Yes', 'other', 'No']","['male', 'AT', 79, 'university', 'Yes', 'other', 'No']","['male', 'AT', 80, 'university', 'Yes', 'other', 'No']","['male', 'AT', 81, 'university', 'Yes', 'other', 'No']","['male', 'AT', 82, 'not stated', 'Yes', 'other', 'No']"
2273,"['female', 'AT', 27, 'not stated', 'No', 'other', 'No']","['female', 'AT', 28, 'Apprenticeship', 'No', 'other', 'No']","['female', 'AT', 29, 'university', 'No', 'other', 'No']","['female', 'AT', 30, 'university', 'No', 'other', 'No']","['female', 'AT', 31, 'university', 'No', 'other', 'No']","['female', 'AT', 32, 'university', 'No', 'other', 'No']","['female', 'AT', 33, 'university', 'No', 'other', 'No']","['female', 'AT', 34, 'university', 'No', 'other', 'No']","['female', 'AT', 35, 'university', 'No', 'other', 'No']","['female', 'AT', 36, 'university', 'No', 'other', 'No']","['female', 'AT', 37, 'university', 'No', 'other', 'No']"
2640,"['female', 'EU', 27, 'Compulsory', 'No', 'other', 'Yes']","['female', 'EU', 28, 'Apprenticeship', 'No', 'other', 'Yes']","['female', 'EU', 29, 'university', 'No', 'other', 'Yes']","['female', 'EU', 30, 'university', 'No', 'other', 'Yes']","['female', 'EU', 31, 'university', 'No', 'other', 'Yes']","['female', 'EU', 32, 'university', 'No', 'other', 'Yes']","['female', 'EU', 33, 'not stated', 'No', 'other', 'Yes']","['female', 'EU', 34, 'university', 'No', 'other', 'Yes']","['female', 'EU', 35, 'university', 'No', 'other', 'Yes']","['female', 'EU', 36, 'university', 'No', 'other', 'Yes']","['female', 'EU', 37, 'university', 'No', 'other', 'Yes']"
2746,"['female', 'EU', 64, 'Apprenticeship', 'No', 'other', 'Yes']","['female', 'EU', 65, 'university', 'Yes', 'other', 'Yes']","['female', 'EU', 66, 'not stated', 'Yes', 'other', 'Yes']","['female', 'EU', 67, 'university', 'Yes', 'other', 'Yes']","['female', 'EU', 68, 'university', 'Yes', 'other', 'Yes']","['female', 'EU', 69, 'university', 'Yes', 'other', 'Yes']","['female', 'EU', 70, 'university', 'Yes', 'other', 'Yes']","['female', 'EU', 71, 'university', 'Yes', 'other', 'Yes']","['female', 'EU', 72, 'university', 'Yes', 'other', 'Yes']","['female', 'EU', 73, 'university', 'Yes', 'other', 'Yes']","['female', 'EU', 74, 'university', 'Yes', 'other', 'Yes']"
2836,"['male', 'AT', 62, 'Compulsory', 'No', 'other', 'No']","['male', 'AT', 63, 'Compulsory', 'Yes', 'other', 'No']","['male', 'AT', 64, 'not stated', 'Yes', 'other', 'No']","['male', 'AT', 65, 'high school', 'Yes', 'other', 'No']","['male', 'AT', 66, 'university', 'Yes', 'other', 'No']","['male', 'AT', 67, 'university', 'Yes', 'other', 'No']","['male', 'AT', 68, 'university', 'Yes', 'other', 'No']","['male', 'AT', 69, 'university', 'Yes', 'other', 'No']","['male', 'AT', 70, 'university', 'Yes', 'other', 'No']","['male', 'AT', 71, 'not stated', 'Yes', 'other', 'No']","['male', 'AT', 72, 'not stated', 'Yes', 'other', 'No']"
2516,"['female', 'AT', 51, 'not stated', 'No', 'other', 'Yes']","['female', 'AT', 52, 'Apprenticeship', 'No', 'other', 'Yes']","['female', 'AT', 53, 'Apprenticeship', 'No', 'other', 'Yes']","['female', 'AT', 54, 'Apprenticeship', 'No', 'other', 'Yes']","['female', 'AT', 55, 'Apprenticeship', 'No', 'other', 'Yes']","['female', 'AT', 56, 'high school', 'No', 'other', 'Yes']","['female', 'AT', 57, 'not stated', 'No', 'other', 'Yes']","['female', 'AT', 58, 'high school', 'No', 'other', 'Yes']","['female', 'AT', 59, 'high school', 'No', 'other', 'Yes']","['female', 'AT', 60, 'high school', 'No', 'other', 'Yes']","['female', 'AT', 61, 'not stated', 'Yes', 'other', 'Yes']"
1786,"['male', 'AT', 53, 'not stated', 'No', 'other', 'No']","['male', 'AT', 54, 'not stated', 'No', 'other', 'No']","['male', 'AT', 55, 'university', 'No', 'other', 'No']","['male', 'AT', 56, 'university', 'No', 'other', 'No']","['male', 'AT', 57, 'university', 'Yes', 'other', 'No']","['male', 'AT', 58, 'not stated', 'Yes', 'other', 'No']","['male', 'AT', 59, 'not stated', 'Yes', 'other', 'No']","['male', 'AT', 60, 'university', 'Yes', 'other', 'No']","['male', 'AT', 61, 'university', 'Yes', 'other', 'No']","['male', 'AT', 62, 'university', 'Yes', 'other', 'No']","['male', 'AT', 63, 'university', 'Yes', 'other', 'No']"
687,"['female', 'AT', 77, 'high school', 'Yes', 'other', 'No']","['female', 'AT', 78, 'university', 'Yes', 'other', 'No']","['female', 'AT', 79, 'university', 'Yes', 'other', 'No']","['female', 'AT', 80, 'university', 'Yes', 'other', 'No']","['female', 'AT', 81, 'university', 'Yes', 'other', 'No']","['female', 'AT', 82, 'university', 'Yes', 'other', 'No']","['female', 'AT', 83, 'university', 'Yes', 'other', 'No']","['female', 'AT', 84, 'university', 'Yes', 'other', 'No']","['female', 'AT', 85, 'university', 'Yes', 'other', 'No']","['female', 'AT', 86, 'university', 'Yes', 'other', 'No']","['female', 'AT', 87, 'university', 'Yes', 'other', 'No']"
545,"['male', 'AT', 29, 'Compulsory', 'No', 'other', 'No']","['male', 'AT', 30, 'high school', 'No', 'other', 'No']","['male', 'AT', 31, 'high school', 'No', 'other', 'No']","['male', 'AT', 32, 'university', 'No', 'other', 'No']","['male', 'AT', 33, 'not stated', 'No', 'other', 'No']","['male', 'AT', 34, 'university', 'No', 'other', 'No']","['male', 'AT', 35, 'university', 'No', 'other', 'No']","['male', 'AT', 36, 'university', 'No', 'other', 'No']","['male', 'AT', 37, 'university', 'No', 'other', 'No']","['male', 'AT', 38, 'university', 'No', 'other', 'No']","['male', 'AT', 39, 'university', 'No', 'other', 'No']"
1349,"['male', 'AT', 29, 'Compulsory', 'No', 'other', 'No']","['male', 'AT', 30, 'Compulsory', 'No', 'other', 'No']","['male', 'AT', 31, 'Apprenticeship', 'No', 'other', 'No']","['male', 'AT', 32, 'university', 'No', 'other', 'No']","['male', 'AT', 33, 'not stated', 'No', 'other', 'No']","['male', 'AT', 34, 'university', 'No', 'other', 'No']","['male', 'AT', 35, 'university', 'No', 'other', 'No']","['male', 'AT', 36, 'university', 'No', 'other', 'No']","['male', 'AT', 37, 'university', 'No', 'other', 'No']","['male', 'AT', 38, 'university', 'No', 'other', 'No']","['male', 'AT', 39, 'university', 'No', 'other', 'No']"
2992,"['female', 'Non-EU', 54, 'not stated', 'No', 'other', 'No']","['female', 'Non-EU', 55, 'university', 'No', 'other', 'No']","['female', 'Non-EU', 56, 'university', 'Yes', 'other', 'No']","['female', 'Non-EU', 57, 'not stated', 'Yes', 'other', 'No']","['female', 'Non-EU', 58, 'university', 'Yes', 'other', 'No']","['female', 'Non-EU', 59, 'university', 'Yes', 'other', 'No']","['female', 'Non-EU', 60, 'university', 'Yes', 'other', 'No']","['female', 'Non-EU', 61, 'university', 'Yes', 'other', 'No']","['female', 'Non-EU', 62, 'university', 'Yes', 'other', 'No']","['female', 'Non-EU', 63, 'university', 'Yes', 'other', 'No']","['female', 'Non-EU', 64, 'not stated', 'Yes', 'other', 'No']"
2803,"['male', 'Non-EU', 28, 'not stated', 'No', 'other', 'No']","['male', 'Non-EU', 29, 'not stated', 'No', 'other', 'No']","['male', 'Non-EU', 30, 'Apprenticeship', 'No', 'other', 'No']","['male', 'Non-EU', 31, 'Apprenticeship', 'No', 'other', 'No']","['male', 'Non-EU', 32, 'Apprenticeship', 'No', 'other', 'No']","['male', 'Non-EU', 33, 'high school', 'No', 'other', 'No']","['male', 'Non-EU', 34, 'high school', 'No', 'other', 'No']","['male', 'Non-EU', 35, 'not stated', 'No', 'other', 'No']","['male', 'Non-EU', 36, 'not stated', 'No', 'other', 'No']","['male', 'Non-EU', 37, 'high school', 'No', 'other', 'No']","['male', 'Non-EU', 38, 'high school', 'No', 'other', 'No']"
172,"['male', 'EU', 44, 'not stated', 'No', 'other', 'No']","['male', 'EU', 45, 'not stated', 'No', 'other', 'No']","['male', 'EU', 46, 'Compulsory', 'No', 'other', 'No']","['male', 'EU', 47, 'Compulsory', 'No', 'other', 'No']","['male', 'EU', 48, 'university', 'No', 'other', 'No']","['male', 'EU', 49, 'university', 'No', 'other', 'No']","['male', 'EU', 50, 'university', 'No', 'other', 'No']","['male', 'EU', 51, 'university', 'No', 'other', 'No']","['male', 'EU', 52, 'not stated', 'No', 'other', 'No']","['male', 'EU', 53, 'university', 'No', 'other', 'No']","['male', 'EU', 54, 'university', 'No', 'other', 'No']"
2386,"['female', 'AT', 25, 'university', 'No', 'other', 'Yes']","['female', 'AT', 26, 'university', 'No', 'other', 'Yes']","['female', 'AT', 27, 'university', 'No', 'other', 'Yes']","['female', 'AT', 28, 'university', 'No', 'other', 'Yes']","['female', 'AT', 29, 'not stated', 'No', 'other', 'Yes']","['female', 'AT', 30, 'university', 'No', 'other', 'Yes']","['female', 'AT', 31, 'university', 'No', 'other', 'Yes']","['female', 'AT', 32, 'university', 'No', 'other', 'Yes']","['female', 'AT', 33, 'university', 'No', 'other', 'Yes']","['female', 'AT', 34, 'university', 'No', 'other', 'Yes']","['female', 'AT', 35, 'university', 'No', 'other', 'Yes']"
1061,"['female', 'Non-EU', 16, 'Compulsory', 'No', 'other', 'No']","['female', 'Non-EU', 17, 'Apprenticeship', 'No', 'other', 'No']","['female', 'Non-EU', 18, 'university', 'No', 'other', 'No']","['female', 'Non-EU', 19, 'university', 'No', 'other', 'No']","['female', 'Non-EU', 20, 'university', 'No', 'other', 'No']","['female', 'Non-EU', 21, 'university', 'No', 'other', 'No']","['female', 'Non-EU', 22, 'not stated', 'No', 'other', 'No']","['female', 'Non-EU', 23, 'university', 'No', 'other', 'No']","['female', 'Non-EU', 24, 'not stated', 'No', 'other', 'No']","['female', 'Non-EU', 25, 'university', 'No', 'other', 'No']","['female', 'Non-EU', 26, 'university', 'No', 'other', 'No']"
1948,"['female', 'AT', 29, 'high school', 'No', 'other', 'No']","['female', 'AT', 30, 'university', 'No', 'other', 'No']","['female', 'AT', 31, 'university', 'No', 'other', 'No']","['female', 'AT', 32, 'not stated', 'No', 'other', 'No']","['female', 'AT', 33, 'university', 'No', 'other', 'No']","['female', 'AT', 34, 'not stated', 'No', 'other', 'No']","['female', 'AT', 35, 'university', 'No', 'other', 'No']","['female', 'AT', 36, 'not stated', 'No', 'other', 'No']","['female', 'AT', 37, 'not stated', 'No', 'other', 'No']","['female', 'AT', 38, 'not stated', 'No', 'other', 'No']","['female', 'AT', 39, 'university', 'No', 'other', 'No']"
