,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
1840,"['female', 'AT', 50, 'Apprenticeship', 'No', 'other', 'No']","['female', 'AT', 51, 'university', 'No', 'other', 'No']","['female', 'AT', 52, 'not stated', 'No', 'other', 'No']","['female', 'AT', 53, 'university', 'No', 'other', 'No']","['female', 'AT', 54, 'university', 'No', 'other', 'No']","['female', 'AT', 55, 'university', 'No', 'other', 'No']","['female', 'AT', 56, 'university', 'No', 'other', 'No']","['female', 'AT', 57, 'not stated', 'Yes', 'other', 'No']","['female', 'AT', 58, 'university', 'Yes', 'other', 'No']","['female', 'AT', 59, 'university', 'Yes', 'other', 'No']","['female', 'AT', 60, 'university', 'Yes', 'other', 'No']"
1614,"['female', 'AT', 54, 'university', 'No', 'other', 'No']","['female', 'AT', 55, 'not stated', 'Yes', 'other', 'No']","['female', 'AT', 56, 'university', 'Yes', 'other', 'No']","['female', 'AT', 57, 'university', 'Yes', 'other', 'No']","['female', 'AT', 58, 'university', 'Yes', 'other', 'No']","['female', 'AT', 59, 'university', 'Yes', 'other', 'No']","['female', 'AT', 60, 'university', 'Yes', 'other', 'No']","['female', 'AT', 61, 'university', 'Yes', 'other', 'No']","['female', 'AT', 62, 'university', 'Yes', 'other', 'No']","['female', 'AT', 63, 'not stated', 'Yes', 'other', 'No']","['female', 'AT', 64, 'university', 'Yes', 'other', 'No']"
2752,"['female', 'AT', 28, 'not stated', 'No', 'other', 'Yes']","['female', 'AT', 29, 'Compulsory', 'No', 'other', 'Yes']","['female', 'AT', 30, 'not stated', 'No', 'other', 'Yes']","['female', 'AT', 31, 'not stated', 'No', 'other', 'Yes']","['female', 'AT', 32, 'Apprenticeship', 'No', 'other', 'Yes']","['female', 'AT', 33, 'Apprenticeship', 'No', 'other', 'Yes']","['female', 'AT', 34, 'not stated', 'No', 'other', 'Yes']","['female', 'AT', 35, 'high school', 'No', 'other', 'Yes']","['female', 'AT', 36, 'high school', 'No', 'other', 'Yes']","['female', 'AT', 37, 'high school', 'No', 'other', 'Yes']","['female', 'AT', 38, 'high school', 'No', 'other', 'Yes']"
2243,"['female', 'AT', 39, 'Compulsory', 'No', 'other', 'No']","['female', 'AT', 40, 'not stated', 'No', 'other', 'No']","['female', 'AT', 41, 'university', 'No', 'other', 'No']","['female', 'AT', 42, 'university', 'No', 'other', 'No']","['female', 'AT', 43, 'university', 'No', 'other', 'No']","['female', 'AT', 44, 'not stated', 'No', 'other', 'No']","['female', 'AT', 45, 'university', 'No', 'other', 'No']","['female', 'AT', 46, 'not stated', 'No', 'other', 'No']","['female', 'AT', 47, 'not stated', 'No', 'other', 'No']","['female', 'AT', 48, 'university', 'No', 'other', 'No']","['female', 'AT', 49, 'university', 'No', 'other', 'No']"
80,"['female', 'AT', 47, 'not stated', 'No', 'other', 'Yes']","['female', 'AT', 48, 'Apprenticeship', 'No', 'other', 'Yes']","['female', 'AT', 49, 'university', 'No', 'other', 'Yes']","['female', 'AT', 50, 'not stated', 'No', 'other', 'Yes']","['female', 'AT', 51, 'university', 'No', 'other', 'Yes']","['female', 'AT', 52, 'university', 'No', 'other', 'Yes']","['female', 'AT', 53, 'not stated', 'No', 'other', 'Yes']","['female', 'AT', 54, 'university', 'No', 'other', 'Yes']","['female', 'AT', 55, 'university', 'No', 'other', 'Yes']","['female', 'AT', 56, 'university', 'No', 'other', 'Yes']","['female', 'AT', 57, 'university', 'Yes', 'other', 'Yes']"
2230,"['male', 'AT', 63, 'not stated', 'Yes', 'other', 'No']","['male', 'AT', 64, 'Apprenticeship', 'Yes', 'other', 'No']","['male', 'AT', 65, 'Apprenticeship', 'Yes', 'other', 'No']","['male', 'AT', 66, 'university', 'Yes', 'other', 'No']","['male', 'AT', 67, 'not stated', 'Yes', 'other', 'No']","['male', 'AT', 68, 'university', 'Yes', 'other', 'No']","['male', 'AT', 69, 'university', 'Yes', 'other', 'No']","['male', 'AT', 70, 'university', 'Yes', 'other', 'No']","['male', 'AT', 71, 'university', 'Yes', 'other', 'No']","['male', 'AT', 72, 'not stated', 'Yes', 'other', 'No']","['male', 'AT', 73, 'university', 'Yes', 'other', 'No']"
486,"['male', 'AT', 56, 'Compulsory', 'Yes', 'other', 'No']","['male', 'AT', 57, 'Compulsory', 'Yes', 'other', 'No']","['male', 'AT', 58, 'not stated', 'Yes', 'other', 'No']","['male', 'AT', 59, 'not stated', 'Yes', 'other', 'No']","['male', 'AT', 60, 'Compulsory', 'Yes', 'other', 'No']","['male', 'AT', 61, 'not stated', 'Yes', 'other', 'No']","['male', 'AT', 62, 'Apprenticeship', 'Yes', 'other', 'No']","['male', 'AT', 63, 'not stated', 'Yes', 'other', 'No']","['male', 'AT', 64, 'not stated', 'Yes', 'other', 'No']","['male', 'AT', 65, 'not stated', 'Yes', 'other', 'No']","['male', 'AT', 66, 'Apprenticeship', 'Yes', 'other', 'No']"
1094,"['female', 'AT', 24, 'Apprenticeship', 'No', 'other', 'No']","['female', 'AT', 25, 'Apprenticeship', 'No', 'other', 'No']","['female', 'AT', 26, 'Apprenticeship', 'No', 'other', 'No']","['female', 'AT', 27, 'Apprenticeship', 'No', 'other', 'No']","['female', 'AT', 28, 'university', 'No', 'other', 'No']","['female', 'AT', 29, 'not stated', 'No', 'other', 'No']","['female', 'AT', 30, 'university', 'No', 'other', 'No']","['female', 'AT', 31, 'university', 'No', 'other', 'No']","['female', 'AT', 32, 'university', 'No', 'other', 'No']","['female', 'AT', 33, 'not stated', 'No', 'other', 'No']","['female', 'AT', 34, 'university', 'No', 'other', 'No']"
640,"['male', 'AT', 36, 'not stated', 'No', 'other', 'No']","['male', 'AT', 37, 'Apprenticeship', 'No', 'other', 'No']","['male', 'AT', 38, 'Apprenticeship', 'No', 'other', 'No']","['male', 'AT', 39, 'Apprenticeship', 'No', 'other', 'No']","['male', 'AT', 40, 'Apprenticeship', 'No', 'other', 'No']","['male', 'AT', 41, 'not stated', 'No', 'other', 'No']","['male', 'AT', 42, 'university', 'No', 'other', 'No']","['male', 'AT', 43, 'university', 'No', 'other', 'No']","['male', 'AT', 44, 'university', 'No', 'other', 'No']","['male', 'AT', 45, 'not stated', 'No', 'other', 'No']","['male', 'AT', 46, 'university', 'No', 'other', 'No']"
1128,"['male', 'AT', 51, 'high school', 'No', 'other', 'No']","['male', 'AT', 52, 'not stated', 'No', 'other', 'No']","['male', 'AT', 53, 'high school', 'No', 'other', 'No']","['male', 'AT', 54, 'high school', 'No', 'other', 'No']","['male', 'AT', 55, 'university', 'Yes', 'other', 'No']","['male', 'AT', 56, 'not stated', 'Yes', 'other', 'No']","['male', 'AT', 57, 'not stated', 'Yes', 'other', 'No']","['male', 'AT', 58, 'university', 'Yes', 'other', 'No']","['male', 'AT', 59, 'not stated', 'Yes', 'other', 'No']","['male', 'AT', 60, 'university', 'Yes', 'other', 'No']","['male', 'AT', 61, 'not stated', 'Yes', 'other', 'No']"
547,"['male', 'AT', 31, 'Compulsory', 'No', 'other', 'No']","['male', 'AT', 32, 'not stated', 'No', 'other', 'No']","['male', 'AT', 33, 'Compulsory', 'No', 'other', 'No']","['male', 'AT', 34, 'high school', 'No', 'other', 'No']","['male', 'AT', 35, 'not stated', 'No', 'other', 'No']","['male', 'AT', 36, 'not stated', 'No', 'other', 'No']","['male', 'AT', 37, 'high school', 'No', 'other', 'No']","['male', 'AT', 38, 'high school', 'No', 'other', 'No']","['male', 'AT', 39, 'not stated', 'No', 'other', 'No']","['male', 'AT', 40, 'university', 'No', 'other', 'No']","['male', 'AT', 41, 'not stated', 'No', 'other', 'No']"
370,"['male', 'Non-EU', 29, 'Apprenticeship', 'No', 'other', 'No']","['male', 'Non-EU', 30, 'high school', 'No', 'other', 'No']","['male', 'Non-EU', 31, 'university', 'No', 'other', 'No']","['male', 'Non-EU', 32, 'not stated', 'No', 'other', 'No']","['male', 'Non-EU', 33, 'university', 'No', 'other', 'No']","['male', 'Non-EU', 34, 'university', 'No', 'other', 'No']","['male', 'Non-EU', 35, 'university', 'No', 'other', 'No']","['male', 'Non-EU', 36, 'not stated', 'No', 'other', 'No']","['male', 'Non-EU', 37, 'university', 'No', 'other', 'No']","['male', 'Non-EU', 38, 'university', 'No', 'other', 'No']","['male', 'Non-EU', 39, 'university', 'No', 'other', 'No']"
2670,"['male', 'AT', 32, 'not stated', 'No', 'other', 'No']","['male', 'AT', 33, 'Apprenticeship', 'No', 'other', 'No']","['male', 'AT', 34, 'Apprenticeship', 'No', 'other', 'No']","['male', 'AT', 35, 'Apprenticeship', 'No', 'other', 'No']","['male', 'AT', 36, 'high school', 'No', 'other', 'No']","['male', 'AT', 37, 'high school', 'No', 'other', 'No']","['male', 'AT', 38, 'high school', 'No', 'other', 'No']","['male', 'AT', 39, 'not stated', 'No', 'other', 'No']","['male', 'AT', 40, 'high school', 'No', 'other', 'No']","['male', 'AT', 41, 'high school', 'No', 'other', 'No']","['male', 'AT', 42, 'university', 'No', 'other', 'No']"
2831,"['female', 'Non-EU', 64, 'Apprenticeship', 'Yes', 'other', 'No']","['female', 'Non-EU', 65, 'not stated', 'Yes', 'other', 'No']","['female', 'Non-EU', 66, 'not stated', 'Yes', 'other', 'No']","['female', 'Non-EU', 67, 'university', 'Yes', 'other', 'No']","['female', 'Non-EU', 68, 'university', 'Yes', 'other', 'No']","['female', 'Non-EU', 69, 'university', 'Yes', 'other', 'No']","['female', 'Non-EU', 70, 'university', 'Yes', 'other', 'No']","['female', 'Non-EU', 71, 'university', 'Yes', 'other', 'No']","['female', 'Non-EU', 72, 'university', 'Yes', 'other', 'No']","['female', 'Non-EU', 73, 'university', 'Yes', 'other', 'No']","['female', 'Non-EU', 74, 'not stated', 'Yes', 'other', 'No']"
694,"['male', 'AT', 48, 'high school', 'No', 'other', 'No']","['male', 'AT', 49, 'high school', 'No', 'other', 'No']","['male', 'AT', 50, 'university', 'No', 'other', 'No']","['male', 'AT', 51, 'university', 'No', 'other', 'No']","['male', 'AT', 52, 'university', 'No', 'other', 'No']","['male', 'AT', 53, 'university', 'No', 'other', 'No']","['male', 'AT', 54, 'not stated', 'No', 'other', 'No']","['male', 'AT', 55, 'university', 'No', 'other', 'No']","['male', 'AT', 56, 'not stated', 'Yes', 'other', 'No']","['male', 'AT', 57, 'university', 'Yes', 'other', 'No']","['male', 'AT', 58, 'university', 'Yes', 'other', 'No']"
226,"['female', 'AT', 59, 'university', 'No', 'other', 'Yes']","['female', 'AT', 60, 'university', 'No', 'other', 'Yes']","['female', 'AT', 61, 'not stated', 'No', 'other', 'Yes']","['female', 'AT', 62, 'university', 'Yes', 'other', 'Yes']","['female', 'AT', 63, 'university', 'Yes', 'other', 'Yes']","['female', 'AT', 64, 'university', 'Yes', 'other', 'Yes']","['female', 'AT', 65, 'university', 'Yes', 'other', 'Yes']","['female', 'AT', 66, 'not stated', 'Yes', 'other', 'Yes']","['female', 'AT', 67, 'university', 'Yes', 'other', 'Yes']","['female', 'AT', 68, 'university', 'Yes', 'other', 'Yes']","['female', 'AT', 69, 'university', 'Yes', 'other', 'Yes']"
2415,"['male', 'AT', 17, 'not stated', 'No', 'other', 'No']","['male', 'AT', 18, 'university', 'No', 'other', 'No']","['male', 'AT', 19, 'university', 'No', 'other', 'No']","['male', 'AT', 20, 'not stated', 'No', 'other', 'No']","['male', 'AT', 21, 'university', 'No', 'other', 'No']","['male', 'AT', 22, 'university', 'No', 'other', 'No']","['male', 'AT', 23, 'university', 'No', 'other', 'No']","['male', 'AT', 24, 'university', 'No', 'other', 'No']","['male', 'AT', 25, 'university', 'No', 'other', 'No']","['male', 'AT', 26, 'university', 'No', 'other', 'No']","['male', 'AT', 27, 'university', 'No', 'other', 'No']"
2820,"['female', 'AT', 45, 'not stated', 'No', 'other', 'No']","['female', 'AT', 46, 'high school', 'No', 'other', 'No']","['female', 'AT', 47, 'not stated', 'No', 'other', 'No']","['female', 'AT', 48, 'high school', 'No', 'other', 'No']","['female', 'AT', 49, 'high school', 'No', 'other', 'No']","['female', 'AT', 50, 'high school', 'No', 'other', 'No']","['female', 'AT', 51, 'high school', 'No', 'other', 'No']","['female', 'AT', 52, 'high school', 'No', 'other', 'No']","['female', 'AT', 53, 'university', 'No', 'other', 'No']","['female', 'AT', 54, 'university', 'No', 'other', 'No']","['female', 'AT', 55, 'university', 'Yes', 'other', 'No']"
565,"['female', 'AT', 68, 'not stated', 'No', 'other', 'Yes']","['female', 'AT', 69, 'high school', 'Yes', 'other', 'Yes']","['female', 'AT', 70, 'university', 'Yes', 'other', 'Yes']","['female', 'AT', 71, 'university', 'Yes', 'other', 'Yes']","['female', 'AT', 72, 'university', 'Yes', 'other', 'Yes']","['female', 'AT', 73, 'university', 'Yes', 'other', 'Yes']","['female', 'AT', 74, 'not stated', 'Yes', 'other', 'Yes']","['female', 'AT', 75, 'university', 'Yes', 'other', 'Yes']","['female', 'AT', 76, 'university', 'Yes', 'other', 'Yes']","['female', 'AT', 77, 'not stated', 'Yes', 'other', 'Yes']","['female', 'AT', 78, 'university', 'Yes', 'other', 'Yes']"
1247,"['female', 'AT', 83, 'Apprenticeship', 'No', 'other', 'Yes']","['female', 'AT', 84, 'Apprenticeship', 'Yes', 'other', 'Yes']","['female', 'AT', 85, 'not stated', 'Yes', 'other', 'Yes']","['female', 'AT', 86, 'Apprenticeship', 'Yes', 'other', 'Yes']","['female', 'AT', 87, 'not stated', 'Yes', 'other', 'Yes']","['female', 'AT', 88, 'Apprenticeship', 'Yes', 'other', 'Yes']","['female', 'AT', 89, 'not stated', 'Yes', 'other', 'Yes']","['female', 'AT', 90, 'Apprenticeship', 'Yes', 'other', 'Yes']","['female', 'AT', 91, 'Apprenticeship', 'Yes', 'other', 'Yes']","['female', 'AT', 92, 'not stated', 'Yes', 'other', 'Yes']","['female', 'AT', 93, 'not stated', 'Yes', 'other', 'Yes']"
2804,"['male', 'AT', 27, 'not stated', 'No', 'other', 'No']","['male', 'AT', 28, 'not stated', 'No', 'other', 'No']","['male', 'AT', 29, 'Apprenticeship', 'No', 'other', 'No']","['male', 'AT', 30, 'Apprenticeship', 'No', 'other', 'No']","['male', 'AT', 31, 'Apprenticeship', 'No', 'other', 'No']","['male', 'AT', 32, 'university', 'No', 'other', 'No']","['male', 'AT', 33, 'not stated', 'No', 'other', 'No']","['male', 'AT', 34, 'university', 'No', 'other', 'No']","['male', 'AT', 35, 'university', 'No', 'other', 'No']","['male', 'AT', 36, 'university', 'No', 'other', 'No']","['male', 'AT', 37, 'university', 'No', 'other', 'No']"
763,"['male', 'AT', 21, 'Compulsory', 'No', 'other', 'No']","['male', 'AT', 22, 'Compulsory', 'No', 'other', 'No']","['male', 'AT', 23, 'Compulsory', 'No', 'other', 'No']","['male', 'AT', 24, 'not stated', 'No', 'other', 'No']","['male', 'AT', 25, 'Apprenticeship', 'No', 'other', 'No']","['male', 'AT', 26, 'Apprenticeship', 'No', 'other', 'No']","['male', 'AT', 27, 'not stated', 'No', 'other', 'No']","['male', 'AT', 28, 'not stated', 'No', 'other', 'No']","['male', 'AT', 29, 'Apprenticeship', 'No', 'other', 'No']","['male', 'AT', 30, 'Apprenticeship', 'No', 'other', 'No']","['male', 'AT', 31, 'Apprenticeship', 'No', 'other', 'No']"
204,"['male', 'AT', 25, 'Apprenticeship', 'No', 'other', 'No']","['male', 'AT', 26, 'not stated', 'No', 'other', 'No']","['male', 'AT', 27, 'Apprenticeship', 'No', 'other', 'No']","['male', 'AT', 28, 'university', 'No', 'other', 'No']","['male', 'AT', 29, 'not stated', 'No', 'other', 'No']","['male', 'AT', 30, 'university', 'No', 'other', 'No']","['male', 'AT', 31, 'university', 'No', 'other', 'No']","['male', 'AT', 32, 'university', 'No', 'other', 'No']","['male', 'AT', 33, 'university', 'No', 'other', 'No']","['male', 'AT', 34, 'university', 'No', 'other', 'No']","['male', 'AT', 35, 'university', 'No', 'other', 'No']"
2653,"['female', 'Non-EU', 58, 'high school', 'Yes', 'other', 'Yes']","['female', 'Non-EU', 59, 'high school', 'Yes', 'other', 'Yes']","['female', 'Non-EU', 60, 'high school', 'Yes', 'other', 'Yes']","['female', 'Non-EU', 61, 'high school', 'Yes', 'other', 'Yes']","['female', 'Non-EU', 62, 'not stated', 'Yes', 'other', 'Yes']","['female', 'Non-EU', 63, 'high school', 'Yes', 'other', 'Yes']","['female', 'Non-EU', 64, 'high school', 'Yes', 'other', 'Yes']","['female', 'Non-EU', 65, 'not stated', 'Yes', 'other', 'Yes']","['female', 'Non-EU', 66, 'high school', 'Yes', 'other', 'Yes']","['female', 'Non-EU', 67, 'high school', 'Yes', 'other', 'Yes']","['female', 'Non-EU', 68, 'university', 'Yes', 'other', 'Yes']"
2218,"['female', 'AT', 51, 'Apprenticeship', 'No', 'other', 'No']","['female', 'AT', 52, 'Apprenticeship', 'No', 'other', 'No']","['female', 'AT', 53, 'Apprenticeship', 'No', 'other', 'No']","['female', 'AT', 54, 'not stated', 'No', 'other', 'No']","['female', 'AT', 55, 'Apprenticeship', 'No', 'other', 'No']","['female', 'AT', 56, 'Apprenticeship', 'Yes', 'other', 'No']","['female', 'AT', 57, 'university', 'Yes', 'other', 'No']","['female', 'AT', 58, 'university', 'Yes', 'other', 'No']","['female', 'AT', 59, 'not stated', 'Yes', 'other', 'No']","['female', 'AT', 60, 'university', 'Yes', 'other', 'No']","['female', 'AT', 61, 'university', 'Yes', 'other', 'No']"
954,"['female', 'EU', 31, 'not stated', 'No', 'other', 'Yes']","['female', 'EU', 32, 'high school', 'No', 'other', 'Yes']","['female', 'EU', 33, 'university', 'No', 'other', 'Yes']","['female', 'EU', 34, 'university', 'No', 'other', 'Yes']","['female', 'EU', 35, 'university', 'No', 'other', 'Yes']","['female', 'EU', 36, 'university', 'No', 'other', 'Yes']","['female', 'EU', 37, 'university', 'No', 'other', 'Yes']","['female', 'EU', 38, 'not stated', 'No', 'other', 'Yes']","['female', 'EU', 39, 'university', 'No', 'other', 'Yes']","['female', 'EU', 40, 'university', 'No', 'other', 'Yes']","['female', 'EU', 41, 'university', 'No', 'other', 'Yes']"
1687,"['male', 'AT', 17, 'Compulsory', 'No', 'service', 'No']","['male', 'AT', 18, 'Apprenticeship', 'No', 'service', 'No']","['male', 'AT', 19, 'Apprenticeship', 'No', 'service', 'No']","['male', 'AT', 20, 'Apprenticeship', 'No', 'service', 'No']","['male', 'AT', 21, 'Apprenticeship', 'No', 'service', 'No']","['male', 'AT', 22, 'university', 'No', 'service', 'No']","['male', 'AT', 23, 'university', 'No', 'service', 'No']","['male', 'AT', 24, 'university', 'No', 'service', 'No']","['male', 'AT', 25, 'university', 'No', 'service', 'No']","['male', 'AT', 26, 'not stated', 'No', 'service', 'No']","['male', 'AT', 27, 'university', 'No', 'service', 'No']"
1767,"['female', 'AT', 76, 'university', 'No', 'other', 'No']","['female', 'AT', 77, 'university', 'No', 'other', 'No']","['female', 'AT', 78, 'university', 'Yes', 'other', 'No']","['female', 'AT', 79, 'university', 'Yes', 'other', 'No']","['female', 'AT', 80, 'university', 'Yes', 'other', 'No']","['female', 'AT', 81, 'university', 'Yes', 'other', 'No']","['female', 'AT', 82, 'university', 'Yes', 'other', 'No']","['female', 'AT', 83, 'university', 'Yes', 'other', 'No']","['female', 'AT', 84, 'university', 'Yes', 'other', 'No']","['female', 'AT', 85, 'university', 'Yes', 'other', 'No']","['female', 'AT', 86, 'university', 'Yes', 'other', 'No']"
2821,"['female', 'AT', 70, 'high school', 'No', 'other', 'Yes']","['female', 'AT', 71, 'high school', 'No', 'other', 'Yes']","['female', 'AT', 72, 'high school', 'Yes', 'other', 'Yes']","['female', 'AT', 73, 'university', 'Yes', 'other', 'Yes']","['female', 'AT', 74, 'university', 'Yes', 'other', 'Yes']","['female', 'AT', 75, 'university', 'Yes', 'other', 'Yes']","['female', 'AT', 76, 'university', 'Yes', 'other', 'Yes']","['female', 'AT', 77, 'university', 'Yes', 'other', 'Yes']","['female', 'AT', 78, 'university', 'Yes', 'other', 'Yes']","['female', 'AT', 79, 'university', 'Yes', 'other', 'Yes']","['female', 'AT', 80, 'university', 'Yes', 'other', 'Yes']"
1246,"['female', 'AT', 62, 'Apprenticeship', 'No', 'other', 'Yes']","['female', 'AT', 63, 'Apprenticeship', 'No', 'other', 'Yes']","['female', 'AT', 64, 'Apprenticeship', 'No', 'other', 'Yes']","['female', 'AT', 65, 'Apprenticeship', 'No', 'other', 'Yes']","['female', 'AT', 66, 'high school', 'No', 'other', 'Yes']","['female', 'AT', 67, 'high school', 'No', 'other', 'Yes']","['female', 'AT', 68, 'university', 'No', 'other', 'Yes']","['female', 'AT', 69, 'university', 'No', 'other', 'Yes']","['female', 'AT', 70, 'university', 'No', 'other', 'Yes']","['female', 'AT', 71, 'university', 'Yes', 'other', 'Yes']","['female', 'AT', 72, 'university', 'Yes', 'other', 'Yes']"
