,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
2546,"['male', 'AT', 53, 'Compulsory', 'No', 'production', 'No']","['male', 'AT', 54, 'Apprenticeship', 'No', 'production', 'No']","['male', 'AT', 55, 'Apprenticeship', 'Yes', 'production', 'No']","['male', 'AT', 56, 'not stated', 'Yes', 'production', 'No']","['male', 'AT', 57, 'Apprenticeship', 'Yes', 'production', 'No']","['male', 'AT', 58, 'Apprenticeship', 'Yes', 'production', 'No']","['male', 'AT', 59, 'not stated', 'Yes', 'production', 'No']","['male', 'AT', 60, 'Apprenticeship', 'Yes', 'production', 'No']","['male', 'AT', 61, 'Apprenticeship', 'Yes', 'production', 'No']","['male', 'AT', 62, 'Apprenticeship', 'Yes', 'production', 'No']","['male', 'AT', 63, 'not stated', 'Yes', 'production', 'No']"
44,"['female', 'AT', 62, 'university', 'Yes', 'other', 'Yes']","['female', 'AT', 63, 'university', 'Yes', 'other', 'Yes']","['female', 'AT', 64, 'university', 'Yes', 'other', 'Yes']","['female', 'AT', 65, 'university', 'Yes', 'other', 'Yes']","['female', 'AT', 66, 'not stated', 'Yes', 'other', 'Yes']","['female', 'AT', 67, 'university', 'Yes', 'other', 'Yes']","['female', 'AT', 68, 'not stated', 'Yes', 'other', 'Yes']","['female', 'AT', 69, 'not stated', 'Yes', 'other', 'Yes']","['female', 'AT', 70, 'university', 'Yes', 'other', 'Yes']","['female', 'AT', 71, 'university', 'Yes', 'other', 'Yes']","['female', 'AT', 72, 'not stated', 'Yes', 'other', 'Yes']"
912,"['female', 'AT', 63, 'Compulsory', 'Yes', 'other', 'No']","['female', 'AT', 64, 'Compulsory', 'Yes', 'other', 'No']","['female', 'AT', 65, 'not stated', 'Yes', 'other', 'No']","['female', 'AT', 66, 'Apprenticeship', 'Yes', 'other', 'No']","['female', 'AT', 67, 'not stated', 'Yes', 'other', 'No']","['female', 'AT', 68, 'Apprenticeship', 'Yes', 'other', 'No']","['female', 'AT', 69, 'Apprenticeship', 'Yes', 'other', 'No']","['female', 'AT', 70, 'university', 'Yes', 'other', 'No']","['female', 'AT', 71, 'not stated', 'Yes', 'other', 'No']","['female', 'AT', 72, 'university', 'Yes', 'other', 'No']","['female', 'AT', 73, 'university', 'Yes', 'other', 'No']"
2083,"['male', 'AT', 26, 'university', 'No', 'other', 'No']","['male', 'AT', 27, 'university', 'No', 'other', 'No']","['male', 'AT', 28, 'university', 'No', 'other', 'No']","['male', 'AT', 29, 'university', 'No', 'other', 'No']","['male', 'AT', 30, 'university', 'No', 'other', 'No']","['male', 'AT', 31, 'university', 'No', 'other', 'No']","['male', 'AT', 32, 'university', 'No', 'other', 'No']","['male', 'AT', 33, 'university', 'No', 'other', 'No']","['male', 'AT', 34, 'university', 'No', 'other', 'No']","['male', 'AT', 35, 'university', 'No', 'other', 'No']","['male', 'AT', 36, 'university', 'No', 'other', 'No']"
2895,"['female', 'Non-EU', 69, 'high school', 'No', 'other', 'Yes']","['female', 'Non-EU', 70, 'high school', 'No', 'other', 'Yes']","['female', 'Non-EU', 71, 'university', 'No', 'other', 'Yes']","['female', 'Non-EU', 72, 'university', 'No', 'other', 'Yes']","['female', 'Non-EU', 73, 'university', 'No', 'other', 'Yes']","['female', 'Non-EU', 74, 'university', 'Yes', 'other', 'Yes']","['female', 'Non-EU', 75, 'university', 'Yes', 'other', 'Yes']","['female', 'Non-EU', 76, 'university', 'Yes', 'other', 'Yes']","['female', 'Non-EU', 77, 'university', 'Yes', 'other', 'Yes']","['female', 'Non-EU', 78, 'not stated', 'Yes', 'other', 'Yes']","['female', 'Non-EU', 79, 'university', 'Yes', 'other', 'Yes']"
2603,"['female', 'AT', 49, 'university', 'No', 'other', 'No']","['female', 'AT', 50, 'university', 'No', 'other', 'No']","['female', 'AT', 51, 'university', 'No', 'other', 'No']","['female', 'AT', 52, 'university', 'No', 'other', 'No']","['female', 'AT', 53, 'not stated', 'No', 'other', 'No']","['female', 'AT', 54, 'university', 'No', 'other', 'No']","['female', 'AT', 55, 'not stated', 'No', 'other', 'No']","['female', 'AT', 56, 'university', 'No', 'other', 'No']","['female', 'AT', 57, 'university', 'No', 'other', 'No']","['female', 'AT', 58, 'university', 'Yes', 'other', 'No']","['female', 'AT', 59, 'university', 'Yes', 'other', 'No']"
1226,"['female', 'AT', 29, 'high school', 'No', 'other', 'Yes']","['female', 'AT', 30, 'high school', 'No', 'other', 'Yes']","['female', 'AT', 31, 'not stated', 'No', 'other', 'Yes']","['female', 'AT', 32, 'not stated', 'No', 'other', 'Yes']","['female', 'AT', 33, 'high school', 'No', 'other', 'Yes']","['female', 'AT', 34, 'university', 'No', 'other', 'Yes']","['female', 'AT', 35, 'university', 'No', 'other', 'Yes']","['female', 'AT', 36, 'university', 'No', 'other', 'Yes']","['female', 'AT', 37, 'university', 'No', 'other', 'Yes']","['female', 'AT', 38, 'university', 'No', 'other', 'Yes']","['female', 'AT', 39, 'university', 'No', 'other', 'Yes']"
296,"['female', 'EU', 26, 'university', 'No', 'other', 'Yes']","['female', 'EU', 27, 'not stated', 'No', 'other', 'Yes']","['female', 'EU', 28, 'not stated', 'No', 'other', 'Yes']","['female', 'EU', 29, 'university', 'No', 'other', 'Yes']","['female', 'EU', 30, 'university', 'No', 'other', 'Yes']","['female', 'EU', 31, 'university', 'No', 'other', 'Yes']","['female', 'EU', 32, 'university', 'No', 'other', 'Yes']","['female', 'EU', 33, 'university', 'No', 'other', 'Yes']","['female', 'EU', 34, 'university', 'No', 'other', 'Yes']","['female', 'EU', 35, 'university', 'No', 'other', 'Yes']","['female', 'EU', 36, 'not stated', 'No', 'other', 'Yes']"
1241,"['female', 'AT', 62, 'Apprenticeship', 'Yes', 'service', 'No']","['female', 'AT', 63, 'Apprenticeship', 'Yes', 'service', 'No']","['female', 'AT', 64, 'Apprenticeship', 'Yes', 'service', 'No']","['female', 'AT', 65, 'Apprenticeship', 'Yes', 'service', 'No']","['female', 'AT', 66, 'Apprenticeship', 'Yes', 'service', 'No']","['female', 'AT', 67, 'Apprenticeship', 'Yes', 'service', 'No']","['female', 'AT', 68, 'not stated', 'Yes', 'service', 'No']","['female', 'AT', 69, 'Apprenticeship', 'Yes', 'service', 'No']","['female', 'AT', 70, 'Apprenticeship', 'Yes', 'service', 'No']","['female', 'AT', 71, 'Apprenticeship', 'Yes', 'service', 'No']","['female', 'AT', 72, 'Apprenticeship', 'Yes', 'service', 'No']"
1005,"['female', 'AT', 74, 'high school', 'No', 'service', 'Yes']","['female', 'AT', 75, 'high school', 'No', 'service', 'Yes']","['female', 'AT', 76, 'high school', 'Yes', 'service', 'Yes']","['female', 'AT', 77, 'not stated', 'Yes', 'service', 'Yes']","['female', 'AT', 78, 'high school', 'Yes', 'service', 'Yes']","['female', 'AT', 79, 'not stated', 'Yes', 'service', 'Yes']","['female', 'AT', 80, 'high school', 'Yes', 'service', 'Yes']","['female', 'AT', 81, 'not stated', 'Yes', 'service', 'Yes']","['female', 'AT', 82, 'high school', 'Yes', 'service', 'Yes']","['female', 'AT', 83, 'high school', 'Yes', 'service', 'Yes']","['female', 'AT', 84, 'not stated', 'Yes', 'service', 'Yes']"
1665,"['female', 'AT', 32, 'not stated', 'No', 'service', 'Yes']","['female', 'AT', 33, 'Compulsory', 'No', 'service', 'Yes']","['female', 'AT', 34, 'Compulsory', 'No', 'service', 'Yes']","['female', 'AT', 35, 'not stated', 'No', 'service', 'Yes']","['female', 'AT', 36, 'Apprenticeship', 'No', 'service', 'Yes']","['female', 'AT', 37, 'university', 'No', 'service', 'Yes']","['female', 'AT', 38, 'university', 'No', 'service', 'Yes']","['female', 'AT', 39, 'university', 'No', 'service', 'Yes']","['female', 'AT', 40, 'university', 'No', 'service', 'Yes']","['female', 'AT', 41, 'university', 'No', 'service', 'Yes']","['female', 'AT', 42, 'university', 'No', 'service', 'Yes']"
746,"['male', 'AT', 27, 'not stated', 'No', 'other', 'No']","['male', 'AT', 28, 'Apprenticeship', 'No', 'other', 'No']","['male', 'AT', 29, 'Apprenticeship', 'No', 'other', 'No']","['male', 'AT', 30, 'not stated', 'No', 'other', 'No']","['male', 'AT', 31, 'university', 'No', 'other', 'No']","['male', 'AT', 32, 'university', 'No', 'other', 'No']","['male', 'AT', 33, 'not stated', 'No', 'other', 'No']","['male', 'AT', 34, 'not stated', 'No', 'other', 'No']","['male', 'AT', 35, 'university', 'No', 'other', 'No']","['male', 'AT', 36, 'university', 'No', 'other', 'No']","['male', 'AT', 37, 'university', 'No', 'other', 'No']"
291,"['female', 'AT', 48, 'university', 'No', 'other', 'No']","['female', 'AT', 49, 'university', 'No', 'other', 'No']","['female', 'AT', 50, 'university', 'No', 'other', 'No']","['female', 'AT', 51, 'university', 'No', 'other', 'No']","['female', 'AT', 52, 'university', 'No', 'other', 'No']","['female', 'AT', 53, 'not stated', 'No', 'other', 'No']","['female', 'AT', 54, 'not stated', 'No', 'other', 'No']","['female', 'AT', 55, 'university', 'Yes', 'other', 'No']","['female', 'AT', 56, 'university', 'Yes', 'other', 'No']","['female', 'AT', 57, 'university', 'Yes', 'other', 'No']","['female', 'AT', 58, 'university', 'Yes', 'other', 'No']"
322,"['female', 'AT', 19, 'Compulsory', 'No', 'other', 'No']","['female', 'AT', 20, 'high school', 'No', 'other', 'No']","['female', 'AT', 21, 'high school', 'No', 'other', 'No']","['female', 'AT', 22, 'high school', 'No', 'other', 'No']","['female', 'AT', 23, 'high school', 'No', 'other', 'No']","['female', 'AT', 24, 'not stated', 'No', 'other', 'No']","['female', 'AT', 25, 'high school', 'No', 'other', 'No']","['female', 'AT', 26, 'high school', 'No', 'other', 'No']","['female', 'AT', 27, 'high school', 'No', 'other', 'No']","['female', 'AT', 28, 'high school', 'No', 'other', 'No']","['female', 'AT', 29, 'not stated', 'No', 'other', 'No']"
1298,"['male', 'EU', 66, 'Compulsory', 'No', 'other', 'No']","['male', 'EU', 67, 'Compulsory', 'Yes', 'other', 'No']","['male', 'EU', 68, 'Apprenticeship', 'Yes', 'other', 'No']","['male', 'EU', 69, 'Apprenticeship', 'Yes', 'other', 'No']","['male', 'EU', 70, 'Apprenticeship', 'Yes', 'other', 'No']","['male', 'EU', 71, 'not stated', 'Yes', 'other', 'No']","['male', 'EU', 72, 'not stated', 'Yes', 'other', 'No']","['male', 'EU', 73, 'Apprenticeship', 'Yes', 'other', 'No']","['male', 'EU', 74, 'Apprenticeship', 'Yes', 'other', 'No']","['male', 'EU', 75, 'not stated', 'Yes', 'other', 'No']","['male', 'EU', 76, 'not stated', 'Yes', 'other', 'No']"
63,"['male', 'AT', 95, 'Apprenticeship', 'Yes', 'other', 'No']","['male', 'AT', 96, 'Apprenticeship', 'Yes', 'other', 'No']","['male', 'AT', 97, 'not stated', 'Yes', 'other', 'No']","['male', 'AT', 98, 'university', 'Yes', 'other', 'No']","['male', 'AT', 99, 'university', 'Yes', 'other', 'No']","['male', 'AT', 100, 'university', 'Yes', 'other', 'No']","['male', 'AT', 101, 'university', 'Yes', 'other', 'No']","['male', 'AT', 102, 'university', 'Yes', 'other', 'No']","['male', 'AT', 103, 'not stated', 'Yes', 'other', 'No']","['male', 'AT', 104, 'not stated', 'Yes', 'other', 'No']","['male', 'AT', 105, 'university', 'Yes', 'other', 'No']"
14,"['male', 'AT', 23, 'Compulsory', 'No', 'other', 'No']","['male', 'AT', 24, 'university', 'No', 'other', 'No']","['male', 'AT', 25, 'university', 'No', 'other', 'No']","['male', 'AT', 26, 'not stated', 'No', 'other', 'No']","['male', 'AT', 27, 'university', 'No', 'other', 'No']","['male', 'AT', 28, 'university', 'No', 'other', 'No']","['male', 'AT', 29, 'university', 'No', 'other', 'No']","['male', 'AT', 30, 'not stated', 'No', 'other', 'No']","['male', 'AT', 31, 'university', 'No', 'other', 'No']","['male', 'AT', 32, 'university', 'No', 'other', 'No']","['male', 'AT', 33, 'university', 'No', 'other', 'No']"
2567,"['female', 'AT', 50, 'university', 'No', 'other', 'Yes']","['female', 'AT', 51, 'not stated', 'No', 'other', 'Yes']","['female', 'AT', 52, 'university', 'No', 'other', 'Yes']","['female', 'AT', 53, 'university', 'No', 'other', 'Yes']","['female', 'AT', 54, 'university', 'No', 'other', 'Yes']","['female', 'AT', 55, 'university', 'No', 'other', 'Yes']","['female', 'AT', 56, 'university', 'No', 'other', 'Yes']","['female', 'AT', 57, 'university', 'Yes', 'other', 'Yes']","['female', 'AT', 58, 'university', 'Yes', 'other', 'Yes']","['female', 'AT', 59, 'university', 'Yes', 'other', 'Yes']","['female', 'AT', 60, 'university', 'Yes', 'other', 'Yes']"
1090,"['male', 'AT', 43, 'Apprenticeship', 'No', 'production', 'No']","['male', 'AT', 44, 'Apprenticeship', 'No', 'production', 'No']","['male', 'AT', 45, 'not stated', 'No', 'production', 'No']","['male', 'AT', 46, 'Apprenticeship', 'No', 'production', 'No']","['male', 'AT', 47, 'Apprenticeship', 'No', 'production', 'No']","['male', 'AT', 48, 'not stated', 'No', 'production', 'No']","['male', 'AT', 49, 'not stated', 'No', 'production', 'No']","['male', 'AT', 50, 'Apprenticeship', 'No', 'production', 'No']","['male', 'AT', 51, 'Apprenticeship', 'No', 'production', 'No']","['male', 'AT', 52, 'Apprenticeship', 'No', 'production', 'No']","['male', 'AT', 53, 'not stated', 'No', 'production', 'No']"
2111,"['female', 'AT', 91, 'not stated', 'Yes', 'other', 'Yes']","['female', 'AT', 92, 'high school', 'Yes', 'other', 'Yes']","['female', 'AT', 93, 'high school', 'Yes', 'other', 'Yes']","['female', 'AT', 94, 'high school', 'Yes', 'other', 'Yes']","['female', 'AT', 95, 'not stated', 'Yes', 'other', 'Yes']","['female', 'AT', 96, 'high school', 'Yes', 'other', 'Yes']","['female', 'AT', 97, 'high school', 'Yes', 'other', 'Yes']","['female', 'AT', 98, 'high school', 'Yes', 'other', 'Yes']","['female', 'AT', 99, 'high school', 'Yes', 'other', 'Yes']","['female', 'AT', 100, 'university', 'Yes', 'other', 'Yes']","['female', 'AT', 101, 'university', 'Yes', 'other', 'Yes']"
203,"['female', 'AT', 77, 'not stated', 'Yes', 'other', 'Yes']","['female', 'AT', 78, 'Compulsory', 'Yes', 'other', 'Yes']","['female', 'AT', 79, 'Apprenticeship', 'Yes', 'other', 'Yes']","['female', 'AT', 80, 'university', 'Yes', 'other', 'Yes']","['female', 'AT', 81, 'university', 'Yes', 'other', 'Yes']","['female', 'AT', 82, 'university', 'Yes', 'other', 'Yes']","['female', 'AT', 83, 'university', 'Yes', 'other', 'Yes']","['female', 'AT', 84, 'university', 'Yes', 'other', 'Yes']","['female', 'AT', 85, 'university', 'Yes', 'other', 'Yes']","['female', 'AT', 86, 'university', 'Yes', 'other', 'Yes']","['female', 'AT', 87, 'not stated', 'Yes', 'other', 'Yes']"
2418,"['female', 'AT', 17, 'not stated', 'No', 'other', 'No']","['female', 'AT', 18, 'university', 'No', 'other', 'No']","['female', 'AT', 19, 'not stated', 'No', 'other', 'No']","['female', 'AT', 20, 'university', 'No', 'other', 'No']","['female', 'AT', 21, 'university', 'No', 'other', 'No']","['female', 'AT', 22, 'not stated', 'No', 'other', 'No']","['female', 'AT', 23, 'university', 'No', 'other', 'No']","['female', 'AT', 24, 'not stated', 'No', 'other', 'No']","['female', 'AT', 25, 'university', 'No', 'other', 'No']","['female', 'AT', 26, 'not stated', 'No', 'other', 'No']","['female', 'AT', 27, 'university', 'No', 'other', 'No']"
152,"['female', 'AT', 24, 'Compulsory', 'No', 'other', 'No']","['female', 'AT', 25, 'Compulsory', 'No', 'other', 'No']","['female', 'AT', 26, 'Apprenticeship', 'No', 'other', 'No']","['female', 'AT', 27, 'not stated', 'No', 'other', 'No']","['female', 'AT', 28, 'Apprenticeship', 'No', 'other', 'No']","['female', 'AT', 29, 'Apprenticeship', 'No', 'other', 'No']","['female', 'AT', 30, 'Apprenticeship', 'No', 'other', 'No']","['female', 'AT', 31, 'high school', 'No', 'other', 'No']","['female', 'AT', 32, 'high school', 'No', 'other', 'No']","['female', 'AT', 33, 'not stated', 'No', 'other', 'No']","['female', 'AT', 34, 'not stated', 'No', 'other', 'No']"
2901,"['male', 'AT', 26, 'not stated', 'No', 'service', 'No']","['male', 'AT', 27, 'Apprenticeship', 'No', 'service', 'No']","['male', 'AT', 28, 'Apprenticeship', 'No', 'service', 'No']","['male', 'AT', 29, 'university', 'No', 'service', 'No']","['male', 'AT', 30, 'university', 'No', 'service', 'No']","['male', 'AT', 31, 'not stated', 'No', 'service', 'No']","['male', 'AT', 32, 'university', 'No', 'service', 'No']","['male', 'AT', 33, 'university', 'No', 'service', 'No']","['male', 'AT', 34, 'university', 'No', 'service', 'No']","['male', 'AT', 35, 'university', 'No', 'service', 'No']","['male', 'AT', 36, 'not stated', 'No', 'service', 'No']"
772,"['female', 'AT', 15, 'Apprenticeship', 'No', 'other', 'No']","['female', 'AT', 16, 'Apprenticeship', 'No', 'other', 'No']","['female', 'AT', 17, 'university', 'No', 'other', 'No']","['female', 'AT', 18, 'university', 'No', 'other', 'No']","['female', 'AT', 19, 'university', 'No', 'other', 'No']","['female', 'AT', 20, 'university', 'No', 'other', 'No']","['female', 'AT', 21, 'university', 'No', 'other', 'No']","['female', 'AT', 22, 'university', 'No', 'other', 'No']","['female', 'AT', 23, 'not stated', 'No', 'other', 'No']","['female', 'AT', 24, 'university', 'No', 'other', 'No']","['female', 'AT', 25, 'not stated', 'No', 'other', 'No']"
2678,"['female', 'AT', 43, 'Apprenticeship', 'No', 'other', 'Yes']","['female', 'AT', 44, 'university', 'No', 'other', 'Yes']","['female', 'AT', 45, 'university', 'No', 'other', 'Yes']","['female', 'AT', 46, 'university', 'No', 'other', 'Yes']","['female', 'AT', 47, 'not stated', 'No', 'other', 'Yes']","['female', 'AT', 48, 'university', 'No', 'other', 'Yes']","['female', 'AT', 49, 'not stated', 'No', 'other', 'Yes']","['female', 'AT', 50, 'university', 'No', 'other', 'Yes']","['female', 'AT', 51, 'not stated', 'No', 'other', 'Yes']","['female', 'AT', 52, 'not stated', 'No', 'other', 'Yes']","['female', 'AT', 53, 'university', 'No', 'other', 'Yes']"
1001,"['male', 'AT', 33, 'high school', 'No', 'other', 'No']","['male', 'AT', 34, 'not stated', 'No', 'other', 'No']","['male', 'AT', 35, 'high school', 'No', 'other', 'No']","['male', 'AT', 36, 'not stated', 'No', 'other', 'No']","['male', 'AT', 37, 'high school', 'No', 'other', 'No']","['male', 'AT', 38, 'high school', 'No', 'other', 'No']","['male', 'AT', 39, 'high school', 'No', 'other', 'No']","['male', 'AT', 40, 'high school', 'No', 'other', 'No']","['male', 'AT', 41, 'not stated', 'No', 'other', 'No']","['male', 'AT', 42, 'high school', 'No', 'other', 'No']","['male', 'AT', 43, 'high school', 'No', 'other', 'No']"
612,"['male', 'AT', 53, 'Apprenticeship', 'No', 'other', 'No']","['male', 'AT', 54, 'not stated', 'No', 'other', 'No']","['male', 'AT', 55, 'high school', 'Yes', 'other', 'No']","['male', 'AT', 56, 'high school', 'Yes', 'other', 'No']","['male', 'AT', 57, 'high school', 'Yes', 'other', 'No']","['male', 'AT', 58, 'high school', 'Yes', 'other', 'No']","['male', 'AT', 59, 'high school', 'Yes', 'other', 'No']","['male', 'AT', 60, 'university', 'Yes', 'other', 'No']","['male', 'AT', 61, 'not stated', 'Yes', 'other', 'No']","['male', 'AT', 62, 'university', 'Yes', 'other', 'No']","['male', 'AT', 63, 'not stated', 'Yes', 'other', 'No']"
842,"['female', 'AT', 17, 'not stated', 'No', 'other', 'No']","['female', 'AT', 18, 'not stated', 'No', 'other', 'No']","['female', 'AT', 19, 'Compulsory', 'No', 'other', 'No']","['female', 'AT', 20, 'Compulsory', 'No', 'other', 'No']","['female', 'AT', 21, 'Compulsory', 'No', 'other', 'No']","['female', 'AT', 22, 'Compulsory', 'No', 'other', 'No']","['female', 'AT', 23, 'Apprenticeship', 'No', 'other', 'No']","['female', 'AT', 24, 'Apprenticeship', 'No', 'other', 'No']","['female', 'AT', 25, 'high school', 'No', 'other', 'No']","['female', 'AT', 26, 'high school', 'No', 'other', 'No']","['female', 'AT', 27, 'high school', 'No', 'other', 'No']"
266,"['male', 'AT', 29, 'not stated', 'No', 'other', 'No']","['male', 'AT', 30, 'university', 'No', 'other', 'No']","['male', 'AT', 31, 'university', 'No', 'other', 'No']","['male', 'AT', 32, 'university', 'No', 'other', 'No']","['male', 'AT', 33, 'university', 'No', 'other', 'No']","['male', 'AT', 34, 'university', 'No', 'other', 'No']","['male', 'AT', 35, 'not stated', 'No', 'other', 'No']","['male', 'AT', 36, 'university', 'No', 'other', 'No']","['male', 'AT', 37, 'university', 'No', 'other', 'No']","['male', 'AT', 38, 'university', 'No', 'other', 'No']","['male', 'AT', 39, 'university', 'No', 'other', 'No']"
