,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
2640,"['female', 'EU', 27, 'Compulsory', 'No', 'other', 'Yes']","['female', 'EU', 28, 'Apprenticeship', 'No', 'other', 'Yes']","['female', 'EU', 29, 'university', 'No', 'other', 'Yes']","['female', 'EU', 30, 'university', 'No', 'other', 'Yes']","['female', 'EU', 31, 'university', 'No', 'other', 'Yes']","['female', 'EU', 32, 'university', 'No', 'other', 'Yes']","['female', 'EU', 33, 'not stated', 'No', 'other', 'Yes']","['female', 'EU', 34, 'university', 'No', 'other', 'Yes']","['female', 'EU', 35, 'university', 'No', 'other', 'Yes']","['female', 'EU', 36, 'university', 'No', 'other', 'Yes']","['female', 'EU', 37, 'university', 'No', 'other', 'Yes']"
2516,"['female', 'AT', 51, 'not stated', 'No', 'other', 'Yes']","['female', 'AT', 52, 'Apprenticeship', 'No', 'other', 'Yes']","['female', 'AT', 53, 'Apprenticeship', 'No', 'other', 'Yes']","['female', 'AT', 54, 'Apprenticeship', 'No', 'other', 'Yes']","['female', 'AT', 55, 'Apprenticeship', 'No', 'other', 'Yes']","['female', 'AT', 56, 'high school', 'No', 'other', 'Yes']","['female', 'AT', 57, 'not stated', 'No', 'other', 'Yes']","['female', 'AT', 58, 'high school', 'No', 'other', 'Yes']","['female', 'AT', 59, 'high school', 'No', 'other', 'Yes']","['female', 'AT', 60, 'high school', 'No', 'other', 'Yes']","['female', 'AT', 61, 'not stated', 'Yes', 'other', 'Yes']"
1349,"['male', 'AT', 29, 'Compulsory', 'No', 'other', 'No']","['male', 'AT', 30, 'Compulsory', 'No', 'other', 'No']","['male', 'AT', 31, 'Apprenticeship', 'No', 'other', 'No']","['male', 'AT', 32, 'university', 'No', 'other', 'No']","['male', 'AT', 33, 'not stated', 'No', 'other', 'No']","['male', 'AT', 34, 'university', 'No', 'other', 'No']","['male', 'AT', 35, 'university', 'No', 'other', 'No']","['male', 'AT', 36, 'university', 'No', 'other', 'No']","['male', 'AT', 37, 'university', 'No', 'other', 'No']","['male', 'AT', 38, 'university', 'No', 'other', 'No']","['male', 'AT', 39, 'university', 'No', 'other', 'No']"
2803,"['male', 'Non-EU', 28, 'not stated', 'No', 'other', 'No']","['male', 'Non-EU', 29, 'not stated', 'No', 'other', 'No']","['male', 'Non-EU', 30, 'Apprenticeship', 'No', 'other', 'No']","['male', 'Non-EU', 31, 'Apprenticeship', 'No', 'other', 'No']","['male', 'Non-EU', 32, 'Apprenticeship', 'No', 'other', 'No']","['male', 'Non-EU', 33, 'high school', 'No', 'other', 'No']","['male', 'Non-EU', 34, 'high school', 'No', 'other', 'No']","['male', 'Non-EU', 35, 'not stated', 'No', 'other', 'No']","['male', 'Non-EU', 36, 'not stated', 'No', 'other', 'No']","['male', 'Non-EU', 37, 'high school', 'No', 'other', 'No']","['male', 'Non-EU', 38, 'high school', 'No', 'other', 'No']"
1948,"['female', 'AT', 29, 'high school', 'No', 'other', 'No']","['female', 'AT', 30, 'university', 'No', 'other', 'No']","['female', 'AT', 31, 'university', 'No', 'other', 'No']","['female', 'AT', 32, 'not stated', 'No', 'other', 'No']","['female', 'AT', 33, 'university', 'No', 'other', 'No']","['female', 'AT', 34, 'not stated', 'No', 'other', 'No']","['female', 'AT', 35, 'university', 'No', 'other', 'No']","['female', 'AT', 36, 'not stated', 'No', 'other', 'No']","['female', 'AT', 37, 'not stated', 'No', 'other', 'No']","['female', 'AT', 38, 'not stated', 'No', 'other', 'No']","['female', 'AT', 39, 'university', 'No', 'other', 'No']"
381,"['male', 'AT', 63, 'university', 'Yes', 'other', 'No']","['male', 'AT', 64, 'not stated', 'Yes', 'other', 'No']","['male', 'AT', 65, 'not stated', 'Yes', 'other', 'No']","['male', 'AT', 66, 'university', 'Yes', 'other', 'No']","['male', 'AT', 67, 'university', 'Yes', 'other', 'No']","['male', 'AT', 68, 'university', 'Yes', 'other', 'No']","['male', 'AT', 69, 'not stated', 'Yes', 'other', 'No']","['male', 'AT', 70, 'university', 'Yes', 'other', 'No']","['male', 'AT', 71, 'university', 'Yes', 'other', 'No']","['male', 'AT', 72, 'not stated', 'Yes', 'other', 'No']","['male', 'AT', 73, 'not stated', 'Yes', 'other', 'No']"
2137,"['female', 'AT', 29, 'not stated', 'No', 'other', 'Yes']","['female', 'AT', 30, 'high school', 'No', 'other', 'Yes']","['female', 'AT', 31, 'high school', 'No', 'other', 'Yes']","['female', 'AT', 32, 'high school', 'No', 'other', 'Yes']","['female', 'AT', 33, 'high school', 'No', 'other', 'Yes']","['female', 'AT', 34, 'high school', 'No', 'other', 'Yes']","['female', 'AT', 35, 'high school', 'No', 'other', 'Yes']","['female', 'AT', 36, 'not stated', 'No', 'other', 'Yes']","['female', 'AT', 37, 'high school', 'No', 'other', 'Yes']","['female', 'AT', 38, 'university', 'No', 'other', 'Yes']","['female', 'AT', 39, 'university', 'No', 'other', 'Yes']"
866,"['female', 'AT', 40, 'high school', 'No', 'other', 'No']","['female', 'AT', 41, 'not stated', 'No', 'other', 'No']","['female', 'AT', 42, 'high school', 'No', 'other', 'No']","['female', 'AT', 43, 'high school', 'No', 'other', 'No']","['female', 'AT', 44, 'high school', 'No', 'other', 'No']","['female', 'AT', 45, 'high school', 'No', 'other', 'No']","['female', 'AT', 46, 'not stated', 'No', 'other', 'No']","['female', 'AT', 47, 'not stated', 'No', 'other', 'No']","['female', 'AT', 48, 'high school', 'No', 'other', 'No']","['female', 'AT', 49, 'high school', 'No', 'other', 'No']","['female', 'AT', 50, 'university', 'No', 'other', 'No']"
737,"['female', 'AT', 42, 'not stated', 'No', 'service', 'No']","['female', 'AT', 43, 'Apprenticeship', 'No', 'service', 'No']","['female', 'AT', 44, 'university', 'No', 'service', 'No']","['female', 'AT', 45, 'not stated', 'No', 'service', 'No']","['female', 'AT', 46, 'university', 'No', 'service', 'No']","['female', 'AT', 47, 'university', 'No', 'service', 'No']","['female', 'AT', 48, 'university', 'No', 'service', 'No']","['female', 'AT', 49, 'university', 'No', 'service', 'No']","['female', 'AT', 50, 'university', 'No', 'service', 'No']","['female', 'AT', 51, 'university', 'No', 'service', 'No']","['female', 'AT', 52, 'university', 'No', 'service', 'No']"
1131,"['male', 'AT', 26, 'Compulsory', 'No', 'other', 'No']","['male', 'AT', 27, 'not stated', 'No', 'other', 'No']","['male', 'AT', 28, 'Apprenticeship', 'No', 'other', 'No']","['male', 'AT', 29, 'not stated', 'No', 'other', 'No']","['male', 'AT', 30, 'Apprenticeship', 'No', 'other', 'No']","['male', 'AT', 31, 'university', 'No', 'other', 'No']","['male', 'AT', 32, 'university', 'No', 'other', 'No']","['male', 'AT', 33, 'university', 'No', 'other', 'No']","['male', 'AT', 34, 'university', 'No', 'other', 'No']","['male', 'AT', 35, 'university', 'No', 'other', 'No']","['male', 'AT', 36, 'university', 'No', 'other', 'No']"
309,"['female', 'AT', 33, 'Apprenticeship', 'No', 'other', 'Yes']","['female', 'AT', 34, 'Apprenticeship', 'No', 'other', 'Yes']","['female', 'AT', 35, 'university', 'No', 'other', 'Yes']","['female', 'AT', 36, 'university', 'No', 'other', 'Yes']","['female', 'AT', 37, 'not stated', 'No', 'other', 'Yes']","['female', 'AT', 38, 'university', 'No', 'other', 'Yes']","['female', 'AT', 39, 'university', 'No', 'other', 'Yes']","['female', 'AT', 40, 'university', 'No', 'other', 'Yes']","['female', 'AT', 41, 'not stated', 'No', 'other', 'Yes']","['female', 'AT', 42, 'university', 'No', 'other', 'Yes']","['female', 'AT', 43, 'university', 'No', 'other', 'Yes']"
2566,"['male', 'AT', 28, 'not stated', 'No', 'other', 'No']","['male', 'AT', 29, 'university', 'No', 'other', 'No']","['male', 'AT', 30, 'university', 'No', 'other', 'No']","['male', 'AT', 31, 'not stated', 'No', 'other', 'No']","['male', 'AT', 32, 'university', 'No', 'other', 'No']","['male', 'AT', 33, 'university', 'No', 'other', 'No']","['male', 'AT', 34, 'university', 'No', 'other', 'No']","['male', 'AT', 35, 'not stated', 'No', 'other', 'No']","['male', 'AT', 36, 'university', 'No', 'other', 'No']","['male', 'AT', 37, 'university', 'No', 'other', 'No']","['male', 'AT', 38, 'university', 'No', 'other', 'No']"
829,"['female', 'AT', 26, 'high school', 'No', 'service', 'No']","['female', 'AT', 27, 'high school', 'No', 'service', 'No']","['female', 'AT', 28, 'not stated', 'No', 'service', 'No']","['female', 'AT', 29, 'not stated', 'No', 'service', 'No']","['female', 'AT', 30, 'university', 'No', 'service', 'No']","['female', 'AT', 31, 'not stated', 'No', 'service', 'No']","['female', 'AT', 32, 'university', 'No', 'service', 'No']","['female', 'AT', 33, 'university', 'No', 'service', 'No']","['female', 'AT', 34, 'university', 'No', 'service', 'No']","['female', 'AT', 35, 'university', 'No', 'service', 'No']","['female', 'AT', 36, 'university', 'No', 'service', 'No']"
94,"['female', 'EU', 74, 'university', 'No', 'other', 'No']","['female', 'EU', 75, 'not stated', 'No', 'other', 'No']","['female', 'EU', 76, 'not stated', 'Yes', 'other', 'No']","['female', 'EU', 77, 'not stated', 'Yes', 'other', 'No']","['female', 'EU', 78, 'university', 'Yes', 'other', 'No']","['female', 'EU', 79, 'not stated', 'Yes', 'other', 'No']","['female', 'EU', 80, 'university', 'Yes', 'other', 'No']","['female', 'EU', 81, 'university', 'Yes', 'other', 'No']","['female', 'EU', 82, 'not stated', 'Yes', 'other', 'No']","['female', 'EU', 83, 'not stated', 'Yes', 'other', 'No']","['female', 'EU', 84, 'university', 'Yes', 'other', 'No']"
389,"['female', 'AT', 69, 'Apprenticeship', 'No', 'other', 'Yes']","['female', 'AT', 70, 'Apprenticeship', 'Yes', 'other', 'Yes']","['female', 'AT', 71, 'Apprenticeship', 'Yes', 'other', 'Yes']","['female', 'AT', 72, 'university', 'Yes', 'other', 'Yes']","['female', 'AT', 73, 'university', 'Yes', 'other', 'Yes']","['female', 'AT', 74, 'university', 'Yes', 'other', 'Yes']","['female', 'AT', 75, 'university', 'Yes', 'other', 'Yes']","['female', 'AT', 76, 'university', 'Yes', 'other', 'Yes']","['female', 'AT', 77, 'university', 'Yes', 'other', 'Yes']","['female', 'AT', 78, 'university', 'Yes', 'other', 'Yes']","['female', 'AT', 79, 'university', 'Yes', 'other', 'Yes']"
2612,"['female', 'AT', 67, 'high school', 'No', 'other', 'No']","['female', 'AT', 68, 'university', 'Yes', 'other', 'No']","['female', 'AT', 69, 'university', 'Yes', 'other', 'No']","['female', 'AT', 70, 'not stated', 'Yes', 'other', 'No']","['female', 'AT', 71, 'not stated', 'Yes', 'other', 'No']","['female', 'AT', 72, 'university', 'Yes', 'other', 'No']","['female', 'AT', 73, 'university', 'Yes', 'other', 'No']","['female', 'AT', 74, 'university', 'Yes', 'other', 'No']","['female', 'AT', 75, 'university', 'Yes', 'other', 'No']","['female', 'AT', 76, 'university', 'Yes', 'other', 'No']","['female', 'AT', 77, 'not stated', 'Yes', 'other', 'No']"
1024,"['female', 'AT', 22, 'Compulsory', 'No', 'other', 'No']","['female', 'AT', 23, 'Compulsory', 'No', 'other', 'No']","['female', 'AT', 24, 'Compulsory', 'No', 'other', 'No']","['female', 'AT', 25, 'not stated', 'No', 'other', 'No']","['female', 'AT', 26, 'Apprenticeship', 'No', 'other', 'No']","['female', 'AT', 27, 'Apprenticeship', 'No', 'other', 'No']","['female', 'AT', 28, 'Apprenticeship', 'No', 'other', 'No']","['female', 'AT', 29, 'university', 'No', 'other', 'No']","['female', 'AT', 30, 'university', 'No', 'other', 'No']","['female', 'AT', 31, 'university', 'No', 'other', 'No']","['female', 'AT', 32, 'university', 'No', 'other', 'No']"
661,"['male', 'AT', 26, 'university', 'No', 'other', 'No']","['male', 'AT', 27, 'university', 'No', 'other', 'No']","['male', 'AT', 28, 'university', 'No', 'other', 'No']","['male', 'AT', 29, 'not stated', 'No', 'other', 'No']","['male', 'AT', 30, 'not stated', 'No', 'other', 'No']","['male', 'AT', 31, 'not stated', 'No', 'other', 'No']","['male', 'AT', 32, 'university', 'No', 'other', 'No']","['male', 'AT', 33, 'university', 'No', 'other', 'No']","['male', 'AT', 34, 'not stated', 'No', 'other', 'No']","['male', 'AT', 35, 'university', 'No', 'other', 'No']","['male', 'AT', 36, 'university', 'No', 'other', 'No']"
767,"['female', 'AT', 28, 'university', 'No', 'other', 'Yes']","['female', 'AT', 29, 'university', 'No', 'other', 'Yes']","['female', 'AT', 30, 'university', 'No', 'other', 'Yes']","['female', 'AT', 31, 'university', 'No', 'other', 'Yes']","['female', 'AT', 32, 'university', 'No', 'other', 'Yes']","['female', 'AT', 33, 'university', 'No', 'other', 'Yes']","['female', 'AT', 34, 'university', 'No', 'other', 'Yes']","['female', 'AT', 35, 'not stated', 'No', 'other', 'Yes']","['female', 'AT', 36, 'university', 'No', 'other', 'Yes']","['female', 'AT', 37, 'university', 'No', 'other', 'Yes']","['female', 'AT', 38, 'not stated', 'No', 'other', 'Yes']"
2378,"['female', 'AT', 92, 'not stated', 'No', 'other', 'Yes']","['female', 'AT', 93, 'Compulsory', 'No', 'other', 'Yes']","['female', 'AT', 94, 'Compulsory', 'Yes', 'other', 'Yes']","['female', 'AT', 95, 'Compulsory', 'Yes', 'other', 'Yes']","['female', 'AT', 96, 'high school', 'Yes', 'other', 'Yes']","['female', 'AT', 97, 'high school', 'Yes', 'other', 'Yes']","['female', 'AT', 98, 'not stated', 'Yes', 'other', 'Yes']","['female', 'AT', 99, 'high school', 'Yes', 'other', 'Yes']","['female', 'AT', 100, 'high school', 'Yes', 'other', 'Yes']","['female', 'AT', 101, 'not stated', 'Yes', 'other', 'Yes']","['female', 'AT', 102, 'high school', 'Yes', 'other', 'Yes']"
2904,"['female', 'AT', 54, 'Apprenticeship', 'No', 'other', 'Yes']","['female', 'AT', 55, 'university', 'Yes', 'other', 'Yes']","['female', 'AT', 56, 'university', 'Yes', 'other', 'Yes']","['female', 'AT', 57, 'not stated', 'Yes', 'other', 'Yes']","['female', 'AT', 58, 'not stated', 'Yes', 'other', 'Yes']","['female', 'AT', 59, 'university', 'Yes', 'other', 'Yes']","['female', 'AT', 60, 'university', 'Yes', 'other', 'Yes']","['female', 'AT', 61, 'university', 'Yes', 'other', 'Yes']","['female', 'AT', 62, 'university', 'Yes', 'other', 'Yes']","['female', 'AT', 63, 'university', 'Yes', 'other', 'Yes']","['female', 'AT', 64, 'university', 'Yes', 'other', 'Yes']"
622,"['female', 'AT', 16, 'not stated', 'No', 'other', 'Yes']","['female', 'AT', 17, 'high school', 'No', 'other', 'Yes']","['female', 'AT', 18, 'university', 'No', 'other', 'Yes']","['female', 'AT', 19, 'university', 'No', 'other', 'Yes']","['female', 'AT', 20, 'not stated', 'No', 'other', 'Yes']","['female', 'AT', 21, 'not stated', 'No', 'other', 'Yes']","['female', 'AT', 22, 'university', 'No', 'other', 'Yes']","['female', 'AT', 23, 'university', 'No', 'other', 'Yes']","['female', 'AT', 24, 'university', 'No', 'other', 'Yes']","['female', 'AT', 25, 'university', 'No', 'other', 'Yes']","['female', 'AT', 26, 'university', 'No', 'other', 'Yes']"
1425,"['female', 'Non-EU', 29, 'not stated', 'No', 'other', 'No']","['female', 'Non-EU', 30, 'Compulsory', 'No', 'other', 'No']","['female', 'Non-EU', 31, 'not stated', 'No', 'other', 'No']","['female', 'Non-EU', 32, 'Apprenticeship', 'No', 'other', 'No']","['female', 'Non-EU', 33, 'not stated', 'No', 'other', 'No']","['female', 'Non-EU', 34, 'Apprenticeship', 'No', 'other', 'No']","['female', 'Non-EU', 35, 'Apprenticeship', 'No', 'other', 'No']","['female', 'Non-EU', 36, 'Apprenticeship', 'No', 'other', 'No']","['female', 'Non-EU', 37, 'Apprenticeship', 'No', 'other', 'No']","['female', 'Non-EU', 38, 'Apprenticeship', 'No', 'other', 'No']","['female', 'Non-EU', 39, 'university', 'No', 'other', 'No']"
2691,"['female', 'AT', 48, 'university', 'No', 'other', 'No']","['female', 'AT', 49, 'university', 'No', 'other', 'No']","['female', 'AT', 50, 'not stated', 'No', 'other', 'No']","['female', 'AT', 51, 'not stated', 'No', 'other', 'No']","['female', 'AT', 52, 'university', 'No', 'other', 'No']","['female', 'AT', 53, 'university', 'No', 'other', 'No']","['female', 'AT', 54, 'not stated', 'No', 'other', 'No']","['female', 'AT', 55, 'not stated', 'Yes', 'other', 'No']","['female', 'AT', 56, 'not stated', 'Yes', 'other', 'No']","['female', 'AT', 57, 'university', 'Yes', 'other', 'No']","['female', 'AT', 58, 'not stated', 'Yes', 'other', 'No']"
2068,"['male', 'AT', 24, 'Compulsory', 'No', 'other', 'No']","['male', 'AT', 25, 'high school', 'No', 'other', 'No']","['male', 'AT', 26, 'university', 'No', 'other', 'No']","['male', 'AT', 27, 'university', 'No', 'other', 'No']","['male', 'AT', 28, 'university', 'No', 'other', 'No']","['male', 'AT', 29, 'university', 'No', 'other', 'No']","['male', 'AT', 30, 'university', 'No', 'other', 'No']","['male', 'AT', 31, 'university', 'No', 'other', 'No']","['male', 'AT', 32, 'university', 'No', 'other', 'No']","['male', 'AT', 33, 'university', 'No', 'other', 'No']","['male', 'AT', 34, 'not stated', 'No', 'other', 'No']"
2271,"['male', 'AT', 71, 'university', 'Yes', 'production', 'No']","['male', 'AT', 72, 'university', 'Yes', 'production', 'No']","['male', 'AT', 73, 'not stated', 'Yes', 'production', 'No']","['male', 'AT', 74, 'university', 'Yes', 'production', 'No']","['male', 'AT', 75, 'not stated', 'Yes', 'production', 'No']","['male', 'AT', 76, 'not stated', 'Yes', 'production', 'No']","['male', 'AT', 77, 'university', 'Yes', 'production', 'No']","['male', 'AT', 78, 'university', 'Yes', 'production', 'No']","['male', 'AT', 79, 'not stated', 'Yes', 'production', 'No']","['male', 'AT', 80, 'university', 'Yes', 'production', 'No']","['male', 'AT', 81, 'university', 'Yes', 'production', 'No']"
428,"['female', 'AT', 24, 'high school', 'No', 'other', 'Yes']","['female', 'AT', 25, 'not stated', 'No', 'other', 'Yes']","['female', 'AT', 26, 'university', 'No', 'other', 'Yes']","['female', 'AT', 27, 'university', 'No', 'other', 'Yes']","['female', 'AT', 28, 'university', 'No', 'other', 'Yes']","['female', 'AT', 29, 'university', 'No', 'other', 'Yes']","['female', 'AT', 30, 'university', 'No', 'other', 'Yes']","['female', 'AT', 31, 'university', 'No', 'other', 'Yes']","['female', 'AT', 32, 'university', 'No', 'other', 'Yes']","['female', 'AT', 33, 'university', 'No', 'other', 'Yes']","['female', 'AT', 34, 'university', 'No', 'other', 'Yes']"
2409,"['male', 'AT', 24, 'Apprenticeship', 'No', 'other', 'No']","['male', 'AT', 25, 'high school', 'No', 'other', 'No']","['male', 'AT', 26, 'high school', 'No', 'other', 'No']","['male', 'AT', 27, 'high school', 'No', 'other', 'No']","['male', 'AT', 28, 'not stated', 'No', 'other', 'No']","['male', 'AT', 29, 'university', 'No', 'other', 'No']","['male', 'AT', 30, 'university', 'No', 'other', 'No']","['male', 'AT', 31, 'university', 'No', 'other', 'No']","['male', 'AT', 32, 'university', 'No', 'other', 'No']","['male', 'AT', 33, 'university', 'No', 'other', 'No']","['male', 'AT', 34, 'university', 'No', 'other', 'No']"
418,"['female', 'AT', 24, 'university', 'No', 'other', 'No']","['female', 'AT', 25, 'university', 'No', 'other', 'No']","['female', 'AT', 26, 'university', 'No', 'other', 'No']","['female', 'AT', 27, 'university', 'No', 'other', 'No']","['female', 'AT', 28, 'not stated', 'No', 'other', 'No']","['female', 'AT', 29, 'not stated', 'No', 'other', 'No']","['female', 'AT', 30, 'university', 'No', 'other', 'No']","['female', 'AT', 31, 'not stated', 'No', 'other', 'No']","['female', 'AT', 32, 'university', 'No', 'other', 'No']","['female', 'AT', 33, 'university', 'No', 'other', 'No']","['female', 'AT', 34, 'university', 'No', 'other', 'No']"
444,"['male', 'AT', 35, 'Apprenticeship', 'No', 'other', 'No']","['male', 'AT', 36, 'Apprenticeship', 'No', 'other', 'No']","['male', 'AT', 37, 'Apprenticeship', 'No', 'other', 'No']","['male', 'AT', 38, 'university', 'No', 'other', 'No']","['male', 'AT', 39, 'university', 'No', 'other', 'No']","['male', 'AT', 40, 'university', 'No', 'other', 'No']","['male', 'AT', 41, 'university', 'No', 'other', 'No']","['male', 'AT', 42, 'university', 'No', 'other', 'No']","['male', 'AT', 43, 'university', 'No', 'other', 'No']","['male', 'AT', 44, 'university', 'No', 'other', 'No']","['male', 'AT', 45, 'university', 'No', 'other', 'No']"
